,User,State,Result,Percentage
47,userid_8bf5b71b-dfd4-403f-8791-06427b26ccaf,Foraging,NED,0.14285714285714285
48,userid_8bf5b71b-dfd4-403f-8791-06427b26ccaf,Foraging,True,0.09523809523809523
49,userid_8bf5b71b-dfd4-403f-8791-06427b26ccaf,Navigation,False,0.8571428571428571
50,userid_8bf5b71b-dfd4-403f-8791-06427b26ccaf,Navigation,True,0.14285714285714285
51,userid_8bf5b71b-dfd4-403f-8791-06427b26ccaf,Sensemaking,False,0.5238095238095238
52,userid_8bf5b71b-dfd4-403f-8791-06427b26ccaf,Sensemaking,NED,0.47619047619047616
53,userid_93be0a02-3f7a-46c9-b526-aa956ed00856,Foraging,False,0.4666666666666667
54,userid_93be0a02-3f7a-46c9-b526-aa956ed00856,Foraging,True,0.3333333333333333
55,userid_93be0a02-3f7a-46c9-b526-aa956ed00856,Foraging,NED,0.2
56,userid_93be0a02-3f7a-46c9-b526-aa956ed00856,Navigation,False,0.6666666666666666
57,userid_93be0a02-3f7a-46c9-b526-aa956ed00856,Navigation,True,0.3333333333333333
58,userid_93be0a02-3f7a-46c9-b526-aa956ed00856,Sensemaking,False,1.0
59,userid_954edb7c-4eae-47ab-9338-5c5c7eccac2d,Foraging,NED,1.0
60,userid_954edb7c-4eae-47ab-9338-5c5c7eccac2d,Navigation,False,1.0
61,userid_954edb7c-4eae-47ab-9338-5c5c7eccac2d,Sensemaking,NED,0.6
62,userid_954edb7c-4eae-47ab-9338-5c5c7eccac2d,Sensemaking,False,0.4
63,userid_a6aab5f5-fdb6-41df-9fc6-221d70f8c6e8,Foraging,NED,0.6
64,userid_a6aab5f5-fdb6-41df-9fc6-221d70f8c6e8,Foraging,False,0.4
65,userid_a6aab5f5-fdb6-41df-9fc6-221d70f8c6e8,Navigation,False,0.9
66,userid_a6aab5f5-fdb6-41df-9fc6-221d70f8c6e8,Navigation,True,0.1
67,userid_a6aab5f5-fdb6-41df-9fc6-221d70f8c6e8,Sensemaking,False,0.7
68,userid_a6aab5f5-fdb6-41df-9fc6-221d70f8c6e8,Sensemaking,NED,0.3
69,userid_ac5b65d7-f260-4534-9fae-d998b726ed32,Foraging,False,0.75
70,userid_ac5b65d7-f260-4534-9fae-d998b726ed32,Foraging,NED,0.16666666666666666
71,userid_ac5b65d7-f260-4534-9fae-d998b726ed32,Foraging,True,0.08333333333333333
72,userid_ac5b65d7-f260-4534-9fae-d998b726ed32,Navigation,False,0.8333333333333334
73,userid_ac5b65d7-f260-4534-9fae-d998b726ed32,Navigation,True,0.16666666666666666
74,userid_ac5b65d7-f260-4534-9fae-d998b726ed32,Sensemaking,False,0.5833333333333334
75,userid_ac5b65d7-f260-4534-9fae-d998b726ed32,Sensemaking,NED,0.4166666666666667
76,userid_bc9f9425-e867-4876-a5d9-791229916767,Foraging,False,1.0
77,userid_bc9f9425-e867-4876-a5d9-791229916767,Navigation,False,0.5
78,userid_bc9f9425-e867-4876-a5d9-791229916767,Navigation,True,0.5
79,userid_bc9f9425-e867-4876-a5d9-791229916767,Sensemaking,NED,1.0
80,userid_bda49380-37ad-41c5-a109-7fa198a7691a,Foraging,NED,0.47619047619047616
81,userid_bda49380-37ad-41c5-a109-7fa198a7691a,Foraging,False,0.42857142857142855
82,userid_bda49380-37ad-41c5-a109-7fa198a7691a,Foraging,True,0.09523809523809523
83,userid_bda49380-37ad-41c5-a109-7fa198a7691a,Navigation,False,0.8095238095238095
84,userid_bda49380-37ad-41c5-a109-7fa198a7691a,Navigation,True,0.19047619047619047
85,userid_bda49380-37ad-41c5-a109-7fa198a7691a,Sensemaking,False,1.0
86,userid_cd3ef507-e3e9-4edb-9222-90a69a9bf272,Foraging,False,0.8333333333333334
87,userid_cd3ef507-e3e9-4edb-9222-90a69a9bf272,Foraging,True,0.16666666666666666
88,userid_cd3ef507-e3e9-4edb-9222-90a69a9bf272,Navigation,False,1.0
89,userid_cd3ef507-e3e9-4edb-9222-90a69a9bf272,Sensemaking,False,0.5
90,userid_cd3ef507-e3e9-4edb-9222-90a69a9bf272,Sensemaking,NED,0.5
91,userid_d6555293-35c7-4c27-b522-38d67d2d1b1a,Foraging,NED,0.6666666666666666
92,userid_d6555293-35c7-4c27-b522-38d67d2d1b1a,Foraging,False,0.2
93,userid_d6555293-35c7-4c27-b522-38d67d2d1b1a,Foraging,True,0.13333333333333333
94,userid_d6555293-35c7-4c27-b522-38d67d2d1b1a,Navigation,False,0.6666666666666666
95,userid_d6555293-35c7-4c27-b522-38d67d2d1b1a,Navigation,True,0.3333333333333333
96,userid_d6555293-35c7-4c27-b522-38d67d2d1b1a,Sensemaking,False,0.8
97,userid_d6555293-35c7-4c27-b522-38d67d2d1b1a,Sensemaking,NED,0.2
98,userid_da52acdd-3cea-483c-86e5-2c2740d371aa,Foraging,False,0.5277777777777778
99,userid_da52acdd-3cea-483c-86e5-2c2740d371aa,Foraging,NED,0.4166666666666667
100,userid_da52acdd-3cea-483c-86e5-2c2740d371aa,Foraging,True,0.05555555555555555
101,userid_da52acdd-3cea-483c-86e5-2c2740d371aa,Navigation,False,0.8055555555555556
102,userid_da52acdd-3cea-483c-86e5-2c2740d371aa,Navigation,True,0.19444444444444445
103,userid_da52acdd-3cea-483c-86e5-2c2740d371aa,Sensemaking,NED,0.5833333333333334
104,userid_da52acdd-3cea-483c-86e5-2c2740d371aa,Sensemaking,False,0.3611111111111111
105,userid_da52acdd-3cea-483c-86e5-2c2740d371aa,Sensemaking,True,0.05555555555555555
106,userid_e4221e48-0930-40db-af3c-f4de1ed87582,Foraging,False,0.5
107,userid_e4221e48-0930-40db-af3c-f4de1ed87582,Foraging,True,0.3333333333333333
108,userid_e4221e48-0930-40db-af3c-f4de1ed87582,Foraging,NED,0.16666666666666666
109,userid_e4221e48-0930-40db-af3c-f4de1ed87582,Navigation,True,0.6666666666666666
110,userid_e4221e48-0930-40db-af3c-f4de1ed87582,Navigation,False,0.3333333333333333
111,userid_e4221e48-0930-40db-af3c-f4de1ed87582,Sensemaking,False,0.8333333333333334
112,userid_e4221e48-0930-40db-af3c-f4de1ed87582,Sensemaking,NED,0.16666666666666666
113,userid_ff56863b-0710-4a58-ad22-4bf2889c9bc0,Foraging,False,0.5333333333333333
114,userid_ff56863b-0710-4a58-ad22-4bf2889c9bc0,Foraging,NED,0.3333333333333333
115,userid_ff56863b-0710-4a58-ad22-4bf2889c9bc0,Foraging,True,0.13333333333333333
116,userid_ff56863b-0710-4a58-ad22-4bf2889c9bc0,Navigation,False,0.6
117,userid_ff56863b-0710-4a58-ad22-4bf2889c9bc0,Navigation,True,0.4
118,userid_ff56863b-0710-4a58-ad22-4bf2889c9bc0,Sensemaking,False,0.7777777777777778
119,userid_ff56863b-0710-4a58-ad22-4bf2889c9bc0,Sensemaking,NED,0.2222222222222222
