Algorithm,User,Threshold,LearningRate,Discount,Temperature,Accuracy,StateAccuracy
AC,U_12,0.8,0.01,0.2,1,0.75,"[0.8, 0.7, 1.0]"
AC,U_12,0.9,0.01,0.05,1,0.75,"[1.0, 0.6, 1.0]"
AC,U_13,0.05,0.0001,0.5,1,0.42105263157894735,"[0.2, 0.5454545454545454, 0.2857142857142857]"
AC,U_13,0.1,0.001,0.99,1,0.42592592592592593,"[0.3, 0.40625, 0.5833333333333334]"
AC,U_13,0.2,0.01,0.5,1,0.5,"[0.5555555555555556, 0.6296296296296297, 0.16666666666666666]"
AC,U_13,0.3,0.001,0.1,1,0.6428571428571429,"[0.4, 0.68, 0.6666666666666666]"
AC,U_13,0.4,0.1,0.05,1,0.6388888888888888,"[0.2, 0.7142857142857143, 0.7]"
AC,U_13,0.5,0.001,0.5,1,0.5333333333333333,"[0.3333333333333333, 0.5882352941176471, 0.5]"
AC,U_13,0.6,0.01,0.99,1,0.5416666666666666,"[0.3333333333333333, 0.6666666666666666, 0.4444444444444444]"
AC,U_13,0.7,0.1,0.5,1,0.7222222222222222,"[0.0, 0.6666666666666666, 0.875]"
AC,U_13,0.8,0.001,0.1,1,0.6666666666666666,"[0.0, 0.6666666666666666, 0.8]"
AC,U_13,0.9,0.001,0.5,1,0.6666666666666666,"[0, 0.6666666666666666, 0.6666666666666666]"
AC,U_14,0.05,0.0001,0.05,1,0.4222222222222222,"[0.5454545454545454, 0.4090909090909091, 0.3333333333333333]"
AC,U_14,0.1,0.01,0.1,1,0.7674418604651163,"[0.6666666666666666, 0.7727272727272727, 0.8333333333333334]"
AC,U_14,0.2,0.5,0.8,1,0.7631578947368421,"[0.75, 0.7222222222222222, 0.8333333333333334]"
AC,U_14,0.3,0.01,0.8,1,0.7575757575757576,"[0.75, 0.7142857142857143, 0.8181818181818182]"
AC,U_14,0.4,0.01,0.99,1,0.7586206896551724,"[0.75, 0.6363636363636364, 0.9]"
AC,U_14,0.5,0.1,0.9,1,0.75,"[0.8333333333333334, 0.75, 0.7]"
AC,U_14,0.6,0.1,0.1,1,0.7368421052631579,"[0.6666666666666666, 0.7142857142857143, 0.8333333333333334]"
AC,U_14,0.7,0.01,0.5,1,0.8,"[0.6666666666666666, 0.75, 1.0]"
AC,U_14,0.8,0.1,0.5,1,0.7,"[0.0, 0.5, 1.0]"
AC,U_14,0.9,0.5,0.2,1,1.0,"[0, 0, 1.0]"
AC,U_15,0.05,0.001,0.1,1,0.49295774647887325,"[0.36363636363636365, 0.5098039215686274, 0.5555555555555556]"
AC,U_15,0.1,0.01,0.5,1,0.7611940298507462,"[0.6363636363636364, 0.851063829787234, 0.4444444444444444]"
AC,U_15,0.2,0.01,0.05,1,0.65,"[0.6363636363636364, 0.65, 0.6666666666666666]"
AC,U_15,0.3,0.001,0.99,1,0.7307692307692307,"[0.5454545454545454, 0.8108108108108109, 0.5]"
AC,U_15,0.4,0.01,0.5,1,0.7333333333333333,"[0.5454545454545454, 0.8333333333333334, 0.5]"
AC,U_15,0.5,0.5,0.5,1,0.7567567567567568,"[0.625, 0.84, 0.5]"
AC,U_15,0.6,0.5,0.8,1,0.7,"[0.625, 0.7777777777777778, 0.5]"
AC,U_15,0.7,0.001,0.8,1,0.6956521739130435,"[0.0, 0.8235294117647058, 0.5]"
AC,U_15,0.8,0.001,0.8,1,0.6666666666666666,"[0.0, 0.8, 0.6666666666666666]"
AC,U_15,0.9,0.01,0.9,1,0.875,"[0, 0.8333333333333334, 1.0]"
AC,U_16,0.05,0.0001,0.05,1,0.43859649122807015,"[0.42857142857142855, 0.525, 0.1]"
AC,U_16,0.1,0.001,0.1,1,0.4444444444444444,"[0.14285714285714285, 0.4864864864864865, 0.5]"
AC,U_16,0.2,0.1,0.05,1,0.6041666666666666,"[0.42857142857142855, 0.6875, 0.4444444444444444]"
AC,U_16,0.3,0.01,0.2,1,0.6666666666666666,"[0.6, 0.75, 0.4444444444444444]"
AC,U_16,0.4,0.01,0.8,1,0.6944444444444444,"[0.6, 0.75, 0.5714285714285714]"
AC,U_16,0.5,0.001,0.9,1,0.6666666666666666,"[0.5, 0.7368421052631579, 0.5714285714285714]"
AC,U_16,0.6,0.1,0.9,1,0.5,"[0.25, 0.6923076923076923, 0.2857142857142857]"
AC,U_16,0.7,0.001,0.1,1,0.5,"[0.5, 0.45454545454545453, 0.6666666666666666]"
AC,U_16,0.8,0.001,0.8,1,0.6666666666666666,"[0.5, 0.7142857142857143, 0.6666666666666666]"
AC,U_16,0.9,0.001,0.8,1,0.5,"[0.5, 0.6666666666666666, 0.0]"
AC,U_17,0.05,0.0001,0.05,1,0.4578313253012048,"[0.45, 0.5, 0.3333333333333333]"
AC,U_17,0.1,0.001,0.2,1,0.6329113924050633,"[0.75, 0.6818181818181818, 0.3333333333333333]"
AC,U_17,0.2,0.1,0.9,1,0.6714285714285714,"[0.631578947368421, 0.717948717948718, 0.5833333333333334]"
AC,U_17,0.3,0.001,0.9,1,0.7213114754098361,"[0.7894736842105263, 0.7428571428571429, 0.42857142857142855]"
AC,U_17,0.4,0.001,0.8,1,0.6981132075471698,"[0.6875, 0.7666666666666667, 0.42857142857142855]"
AC,U_17,0.5,0.001,0.2,1,0.7272727272727273,"[0.8571428571428571, 0.75, 0.3333333333333333]"
AC,U_17,0.6,0.5,0.5,1,0.7428571428571429,"[0.8571428571428571, 0.6875, 0.6]"
AC,U_17,0.7,0.001,0.05,1,0.6666666666666666,"[0.7692307692307693, 0.5555555555555556, 0.6]"
AC,U_17,0.8,0.001,0.99,1,0.7222222222222222,"[0.875, 0.6666666666666666, 0.5]"
AC,U_17,0.9,0.01,0.1,1,0.6666666666666666,"[1.0, 0.75, 0.5]"
AC,U_18,0.05,0.0001,0.2,1,0.36585365853658536,"[0.42857142857142855, 0.2857142857142857, 0.4]"
AC,U_18,0.1,0.0001,0.2,1,0.3076923076923077,"[0.2857142857142857, 0.15384615384615385, 0.42105263157894735]"
AC,U_18,0.2,0.001,0.1,1,0.45714285714285713,"[0.5714285714285714, 0.3, 0.5]"
AC,U_18,0.3,0.1,0.99,1,0.8387096774193549,"[0.8571428571428571, 0.5, 0.9444444444444444]"
AC,U_18,0.4,0.001,0.05,1,0.7307692307692307,"[0.7142857142857143, 0.6666666666666666, 0.7692307692307693]"
AC,U_18,0.5,0.001,0.9,1,0.7272727272727273,"[0.5714285714285714, 0.6666666666666666, 0.8888888888888888]"
AC,U_18,0.6,0.01,0.9,1,0.5,"[0.14285714285714285, 0.6666666666666666, 0.8]"
AC,U_18,0.7,0.01,0.2,1,0.7692307692307693,"[0.8571428571428571, 0.5, 1.0]"
AC,U_18,0.8,0.001,0.2,1,0.6666666666666666,"[0.75, 0.3333333333333333, 1.0]"
AC,U_18,0.9,0.001,0.05,1,0.8,"[0, 0.6666666666666666, 1.0]"
AC,U_19,0.05,0.0001,0.5,1,0.4126984126984127,"[0.42857142857142855, 0.4230769230769231, 0.375]"
AC,U_19,0.1,0.0001,0.99,1,0.35,"[0.3333333333333333, 0.3076923076923077, 0.4375]"
AC,U_19,0.2,0.001,0.2,1,0.660377358490566,"[0.6363636363636364, 0.6538461538461539, 0.6875]"
AC,U_19,0.3,0.1,0.99,1,0.8085106382978723,"[0.7777777777777778, 0.782608695652174, 0.8666666666666667]"
AC,U_19,0.4,0.01,0.9,1,0.8,"[0.75, 0.7647058823529411, 0.8666666666666667]"
AC,U_19,0.5,0.1,0.8,1,0.7575757575757576,"[0.6666666666666666, 0.6153846153846154, 0.9285714285714286]"
AC,U_19,0.6,0.01,0.8,1,0.4074074074074074,"[0.6666666666666666, 0.7, 0.14285714285714285]"
AC,U_19,0.7,0.001,0.1,1,0.25,"[0.6666666666666666, 0.25, 0.15384615384615385]"
AC,U_19,0.8,0.001,0.1,1,0.42857142857142855,"[0, 0.0, 0.46153846153846156]"
AC,U_19,0.9,0.001,0.5,1,1.0,"[0, 0, 1.0]"
AC,U_2,0.05,0.001,0.1,1,0.6638655462184874,"[0.42105263157894735, 0.7325581395348837, 0.5714285714285714]"
AC,U_2,0.1,0.01,0.8,1,0.6991150442477876,"[0.47368421052631576, 0.7951807228915663, 0.36363636363636365]"
AC,U_2,0.2,0.1,0.99,1,0.63,"[0.2857142857142857, 0.7333333333333333, 0.36363636363636365]"
AC,U_2,0.3,0.001,0.1,1,0.625,"[0.3076923076923077, 0.7384615384615385, 0.3]"
AC,U_2,0.4,0.001,0.1,1,0.6933333333333334,"[0.5, 0.7962962962962963, 0.3333333333333333]"
AC,U_2,0.5,0.001,0.2,1,0.6825396825396826,"[0.45454545454545453, 0.782608695652174, 0.3333333333333333]"
AC,U_2,0.6,0.001,0.05,1,0.62,"[0.375, 0.75, 0.16666666666666666]"
AC,U_2,0.7,0.001,0.9,1,0.5789473684210527,"[0.2857142857142857, 0.7307692307692307, 0.2]"
AC,U_2,0.8,0.5,0.1,1,0.6,"[0.3333333333333333, 0.7222222222222222, 0.25]"
AC,U_2,0.9,0.001,0.1,1,0.6923076923076923,"[0.0, 0.8, 1.0]"
AC,U_20,0.05,0.01,0.8,1,0.3629032258064516,"[0.20512820512820512, 0.375, 0.4716981132075472]"
AC,U_20,0.1,0.01,0.1,1,0.7350427350427351,"[0.5897435897435898, 0.6551724137931034, 0.8979591836734694]"
AC,U_20,0.2,0.01,0.5,1,0.7211538461538461,"[0.8611111111111112, 0.5238095238095238, 0.7021276595744681]"
AC,U_20,0.3,0.001,0.9,1,0.7692307692307693,"[0.8518518518518519, 0.5789473684210527, 0.8]"
AC,U_20,0.4,0.01,0.1,1,0.7692307692307693,"[0.6428571428571429, 0.5263157894736842, 0.9111111111111111]"
AC,U_20,0.5,0.5,0.1,1,0.8153846153846154,"[0.5714285714285714, 0.625, 0.9285714285714286]"
AC,U_20,0.6,0.01,0.2,1,0.8269230769230769,"[0.6, 0.5833333333333334, 0.9428571428571428]"
AC,U_20,0.7,0.5,0.2,1,0.8974358974358975,"[0.5, 0.7142857142857143, 0.9666666666666667]"
AC,U_20,0.8,0.5,0.05,1,0.8461538461538461,"[0.5, 0.7142857142857143, 0.9411764705882353]"
AC,U_20,0.9,0.001,0.1,1,0.6923076923076923,"[0.5, 0.7142857142857143, 0.75]"
AC,U_3,0.05,0.001,0.8,1,0.4186046511627907,"[0.47619047619047616, 0.4444444444444444, 0.0]"
AC,U_3,0.1,0.01,0.05,1,0.7317073170731707,"[0.8421052631578947, 0.7222222222222222, 0.25]"
AC,U_3,0.2,0.5,0.05,1,0.6111111111111112,"[0.47058823529411764, 0.6666666666666666, 1.0]"
AC,U_3,0.3,0.1,0.1,1,0.75,"[0.8823529411764706, 0.75, 0.0]"
AC,U_3,0.4,0.01,0.05,1,0.7407407407407407,"[0.8125, 0.7777777777777778, 0.0]"
AC,U_3,0.5,0.01,0.9,1,0.7391304347826086,"[0.8333333333333334, 0.7777777777777778, 0.0]"
AC,U_3,0.6,0.5,0.1,1,0.7222222222222222,"[0.7777777777777778, 0.8571428571428571, 0.0]"
AC,U_3,0.7,0.1,0.99,1,0.7142857142857143,"[0.8888888888888888, 0.6666666666666666, 0.0]"
AC,U_3,0.8,0.01,0.1,1,0.7777777777777778,"[0.875, 0, 0.0]"
AC,U_3,0.9,0.01,0.1,1,0.8,"[1.0, 0, 0.0]"
AC,U_4,0.05,0.001,0.05,1,0.33766233766233766,"[0.45, 0.36585365853658536, 0.125]"
AC,U_4,0.1,0.0001,0.99,1,0.3835616438356164,"[0.45, 0.32432432432432434, 0.4375]"
AC,U_4,0.2,0.01,0.05,1,0.4,"[0.45, 0.29411764705882354, 0.6363636363636364]"
AC,U_4,0.3,0.01,0.1,1,0.631578947368421,"[0.6842105263157895, 0.65625, 0.3333333333333333]"
AC,U_4,0.4,0.01,0.05,1,0.6326530612244898,"[0.7058823529411765, 0.6296296296296297, 0.4]"
AC,U_4,0.5,0.5,0.8,1,0.6585365853658537,"[0.6923076923076923, 0.6956521739130435, 0.4]"
AC,U_4,0.6,0.01,0.1,1,0.6060606060606061,"[0.45454545454545453, 0.7368421052631579, 0.3333333333333333]"
AC,U_4,0.7,0.01,0.1,1,0.72,"[0.6666666666666666, 0.7647058823529411, 0.5]"
AC,U_4,0.8,0.1,0.2,1,0.6470588235294118,"[0.0, 0.7142857142857143, 0.5]"
AC,U_4,0.9,0.1,0.8,1,0.6666666666666666,"[0.0, 0.7142857142857143, 1.0]"
AC,U_5,0.05,0.001,0.5,1,0.6829268292682927,"[0.6086956521739131, 0.673469387755102, 0.7254901960784313]"
AC,U_5,0.1,0.001,0.8,1,0.7350427350427351,"[0.6956521739130435, 0.6875, 0.8043478260869565]"
AC,U_5,0.2,0.001,0.1,1,0.8269230769230769,"[0.8095238095238095, 0.7435897435897436, 0.9090909090909091]"
AC,U_5,0.3,0.001,0.5,1,0.8131868131868132,"[0.8, 0.7241379310344828, 0.8809523809523809]"
AC,U_5,0.4,0.001,0.8,1,0.7435897435897436,"[0.7058823529411765, 0.7619047619047619, 0.75]"
AC,U_5,0.5,0.001,0.05,1,0.8153846153846154,"[0.7647058823529411, 0.7619047619047619, 0.8888888888888888]"
AC,U_5,0.6,0.001,0.9,1,0.8653846153846154,"[0.9, 0.7647058823529411, 0.92]"
AC,U_5,0.7,0.001,0.1,1,0.7948717948717948,"[0.5, 0.8, 0.8181818181818182]"
AC,U_5,0.8,0.1,0.2,1,0.9230769230769231,"[0, 0.9, 0.9375]"
AC,U_5,0.9,0.001,0.05,1,0.9230769230769231,"[0, 0, 0.9230769230769231]"
AC,U_6,0.05,0.01,0.99,1,0.7419354838709677,"[0.7551020408163265, 0.6307692307692307, 0.8333333333333334]"
AC,U_6,0.1,0.1,0.2,1,0.6875,"[0.55, 0.578125, 0.8611111111111112]"
AC,U_6,0.2,1.0,0.1,1,0.7564102564102564,"[0.7, 0.6363636363636364, 0.8732394366197183]"
AC,U_6,0.3,0.01,0.99,1,0.6934306569343066,"[0.5789473684210527, 0.5918367346938775, 0.7971014492753623]"
AC,U_6,0.4,0.001,0.99,1,0.7521367521367521,"[0.6842105263157895, 0.6739130434782609, 0.8461538461538461]"
AC,U_6,0.5,0.1,0.2,1,0.7448979591836735,"[0.5384615384615384, 0.675, 0.8666666666666667]"
AC,U_6,0.6,0.001,0.05,1,0.782051282051282,"[0.6363636363636364, 0.7096774193548387, 0.8888888888888888]"
AC,U_6,0.7,0.1,0.9,1,0.7627118644067796,"[0.6666666666666666, 0.72, 0.84]"
AC,U_6,0.8,0.01,0.99,1,0.7692307692307693,"[0.7142857142857143, 0.6153846153846154, 0.8947368421052632]"
AC,U_6,0.9,0.001,0.9,1,0.75,"[0.75, 0.6, 0.8181818181818182]"
AC,U_7,0.05,0.0001,0.1,1,0.3404255319148936,"[0.3333333333333333, 0.32, 0.38461538461538464]"
AC,U_7,0.1,0.01,0.1,1,0.6888888888888889,"[0.4444444444444444, 0.7391304347826086, 0.7692307692307693]"
AC,U_7,0.2,0.0001,0.05,1,0.425,"[0.3333333333333333, 0.3888888888888889, 0.5384615384615384]"
AC,U_7,0.3,0.001,0.5,1,0.6,"[0.5555555555555556, 0.7857142857142857, 0.4166666666666667]"
AC,U_7,0.4,0.01,0.1,1,0.7333333333333333,"[0.5, 0.7142857142857143, 0.8333333333333334]"
AC,U_7,0.5,0.01,0.2,1,0.68,"[0.0, 0.5833333333333334, 0.8333333333333334]"
AC,U_7,0.6,0.1,0.9,1,0.7,"[0.0, 0.6, 0.8888888888888888]"
AC,U_7,0.7,0.001,0.2,1,0.8,"[0, 0.6666666666666666, 0.8888888888888888]"
AC,U_7,0.8,0.001,0.05,1,0.6,"[0, 0.6666666666666666, 0.5714285714285714]"
AC,U_7,0.9,0.001,0.8,1,0.6,"[0, 0.6666666666666666, 0.5]"
AC,U_8,0.05,0.0001,0.05,1,0.32051282051282054,"[0.4, 0.2978723404255319, 0.3333333333333333]"
AC,U_8,0.1,0.01,0.2,1,0.6891891891891891,"[0.2, 0.7906976744186046, 0.7142857142857143]"
AC,U_8,0.2,0.01,0.05,1,0.7575757575757576,"[0.7, 0.7567567567567568, 0.7894736842105263]"
AC,U_8,0.3,0.001,0.99,1,0.7413793103448276,"[0.8, 0.7241379310344828, 0.7368421052631579]"
AC,U_8,0.4,0.01,0.1,1,0.76,"[0.7, 0.76, 0.8]"
AC,U_8,0.5,0.1,0.99,1,0.6585365853658537,"[0.2222222222222222, 0.7222222222222222, 0.8571428571428571]"
AC,U_8,0.6,0.001,0.1,1,0.7575757575757576,"[0.6666666666666666, 0.7272727272727273, 0.8461538461538461]"
AC,U_8,0.7,0.001,0.8,1,0.8,"[0.875, 0.75, 0.7777777777777778]"
AC,U_8,0.8,0.1,0.99,1,0.7058823529411765,"[0.6, 0.8, 0.7142857142857143]"
AC,U_8,0.9,0.001,0.1,1,0.8888888888888888,"[0, 0.5, 1.0]"
AC,U_9,0.05,0.01,0.05,1,0.6915887850467289,"[0.7307692307692307, 0.711864406779661, 0.5909090909090909]"
AC,U_9,0.1,0.01,0.2,1,0.7227722772277227,"[0.7307692307692307, 0.7818181818181819, 0.55]"
AC,U_9,0.2,0.1,0.5,1,0.6888888888888889,"[0.7083333333333334, 0.7446808510638298, 0.5263157894736842]"
AC,U_9,0.3,0.01,0.2,1,0.6962025316455697,"[0.6666666666666666, 0.7391304347826086, 0.6111111111111112]"
AC,U_9,0.4,0.5,0.2,1,0.7205882352941176,"[0.6666666666666666, 0.7368421052631579, 0.7333333333333333]"
AC,U_9,0.5,0.001,0.5,1,0.7321428571428571,"[0.6923076923076923, 0.6896551724137931, 0.8571428571428571]"
AC,U_9,0.6,0.1,0.1,1,0.6888888888888889,"[0.8181818181818182, 0.7272727272727273, 0.5]"
AC,U_9,0.7,0.1,0.5,1,0.7352941176470589,"[0.75, 0.6428571428571429, 0.8333333333333334]"
AC,U_9,0.8,0.001,0.8,1,0.7391304347826086,"[0.8, 0.6666666666666666, 0.7777777777777778]"
AC,U_9,0.9,0.001,0.8,1,0.75,"[0.0, 0.75, 0.8571428571428571]"
