Algorithm,User,Threshold,LearningRate,Discount,Temperature,Accuracy,StateAccuracy,Reward,Epsilon,Openended,Task,GranularPredictions,Predictions,GroundTruth
ActorCritic,stu11_adf_p3,0.8,0.1,0.8,1.0,0.5517241379310345,"[None, None, None]",0.0,0.0,Openended,p3,,,
ActorCritic,stu21_ace_p3,0.8,0.0001,0.5,1.0,0.4210526315789473,"[None, None, None]",0.0,0.0,Openended,p3,,,
ActorCritic,stu15_ade_p3,0.8,0.001,0.1,1.0,0.6,"[None, None, None]",0.0,0.0,Openended,p3,,,
ActorCritic,stu24_ace_p3,0.8,0.001,0.8,1.0,0.3333333333333333,"[None, None, None]",0.0,0.0,Openended,p3,,,
ActorCritic,stu30_adf_p3,0.8,0.001,0.8,1.0,0.7037037037037037,"[None, None, None]",0.0,0.0,Openended,p3,,,
ActorCritic,stu26_ace_p3,0.8,0.001,0.05,1.0,0.7428571428571429,"[None, None, None]",0.0,0.0,Openended,p3,,,
ActorCritic,stu31_ade_p3,0.8,0.001,0.9,1.0,0.6333333333333333,"[None, None, None]",0.0,0.0,Openended,p3,,,
ActorCritic,stu36_adf_p3,0.8,0.001,0.9,1.0,0.0,"[None, None, None]",0.0,0.0,Openended,p3,,,
ActorCritic,stu29_ade_p3,0.8,0.001,0.9,1.0,0.46875,"[None, None, None]",0.0,0.0,Openended,p3,,,
ActorCritic,stu4_ade_p3,0.8,0.0001,0.2,1.0,0.6333333333333333,"[None, None, None]",0.0,0.0,Openended,p3,,,
ActorCritic,stu37_adf_p3,0.8,0.1,0.1,1.0,0.3958333333333333,"[None, None, None]",0.0,0.0,Openended,p3,,,
ActorCritic,stu39_adf_p3,0.8,0.0001,0.8,1.0,0.525,"[None, None, None]",0.0,0.0,Openended,p3,,,
ActorCritic,stu7_ade_p3,0.8,0.001,0.8,1.0,0.6363636363636364,"[None, None, None]",0.0,0.0,Openended,p3,,,
ActorCritic,stu38_acf_p3,0.8,0.0001,0.2,1.0,0.6739130434782609,"[None, None, None]",0.0,0.0,Openended,p3,,,
ActorCritic,stu6_acf_p3,0.8,0.5,0.5,1.0,0.6904761904761905,"[None, None, None]",0.0,0.0,Openended,p3,,,
ActorCritic,stu3_acf_p3,0.8,0.1,0.5,1.0,0.85,"[None, None, None]",0.0,0.0,Openended,p3,,,
Bayesian,pro13_ace_p3,0.8,,,,0.6153846153846154,,,,Openended,p3,"defaultdict(None, {'same': (16, 0.8125), 'modify-2': (2, 0.0), 'modify-1': (8, 0.375)})","['same', 'same', 'same', 'modify-1', 'modify-2', 'same', 'same', 'modify-2', 'modify-1', 'modify-1', 'modify-3', 'same', 'same', 'same', 'modify-2', 'modify-1', 'modify-2', 'modify-2', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same']","['same', 'same', 'modify-2', 'modify-2', 'same', 'same', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'same', 'same', 'same', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same']"
Bayesian,pro15_ade_p3,0.8,,,,0.5909090909090909,,,,Openended,p3,"defaultdict(None, {'same': (6, 0.8333333333333334), 'modify-1': (16, 0.5)})","['same', 'same', 'same', 'same', 'modify-1', 'same', 'same', 'modify-1', 'modify-3', 'modify-1', 'modify-1', 'modify-2', 'modify-1', 'modify-2', 'same', 'same', 'same', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'same']","['same', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'same', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'same', 'same', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'same', 'same']"
Bayesian,pro17_ace_p3,0.8,,,,0.6785714285714286,,,,Openended,p3,"defaultdict(None, {'same': (22, 0.8181818181818182), 'modify-2': (2, 0.5), 'modify-1': (4, 0.0)})","['same', 'modify-1', 'same', 'same', 'same', 'modify-2', 'modify-1', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'modify-1', 'same', 'same', 'same', 'same', 'modify-1', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same']","['same', 'same', 'same', 'same', 'modify-2', 'modify-2', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'modify-1', 'same', 'modify-1', 'same', 'same', 'modify-1', 'same', 'same', 'same', 'same', 'modify-1', 'same', 'same', 'same', 'same']"
Bayesian,pro18_adf_p3,0.8,,,,0.4,,,,Openended,p3,"defaultdict(None, {'same': (10, 0.5), 'modify-1': (13, 0.38461538461538464), 'modify-2': (2, 0.0)})","['same', 'same', 'modify-1', 'modify-2', 'modify-1', 'same', 'modify-1', 'modify-1', 'same', 'modify-3', 'same', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'same', 'same', 'modify-1', 'same', 'same', 'modify-1', 'same', 'same', 'same', 'modify-1']","['same', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'modify-2', 'same', 'modify-1', 'modify-2', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'same', 'same', 'same', 'same', 'modify-1', 'same', 'same', 'modify-1', 'same', 'modify-1', 'same']"
Bayesian,pro20_ade_p3,0.8,,,,0.6491228070175439,,,,Openended,p3,"defaultdict(None, {'same': (41, 0.8292682926829268), 'modify-1': (14, 0.14285714285714285), 'modify-2': (2, 0.5)})","['same', 'same', 'same', 'same', 'same', 'same', 'modify-1', 'same', 'same', 'modify-2', 'same', 'modify-2', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'modify-3', 'same', 'same', 'same', 'same', 'modify-1', 'same', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'same', 'modify-1', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'modify-1', 'same', 'same', 'same', 'same']","['same', 'same', 'modify-1', 'same', 'modify-1', 'same', 'same', 'same', 'modify-1', 'modify-2', 'modify-1', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'modify-1', 'same', 'same', 'modify-1', 'same', 'same', 'same', 'same', 'modify-1', 'same', 'modify-1', 'same', 'same', 'modify-2', 'modify-1', 'modify-1', 'modify-1', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'modify-1', 'same', 'same', 'modify-1', 'same', 'same', 'modify-1', 'same', 'same', 'same', 'same', 'same']"
Bayesian,pro21_ade_p3,0.8,,,,0.5283018867924528,,,,Openended,p3,"defaultdict(None, {'same': (29, 0.6896551724137931), 'modify-1': (14, 0.2857142857142857), 'modify-3': (1, 0.0), 'modify-2': (9, 0.4444444444444444)})","['modify-1', 'same', 'modify-1', 'modify-3', 'same', 'same', 'same', 'same', 'same', 'same', 'modify-2', 'modify-3', 'same', 'same', 'same', 'same', 'modify-1', 'modify-3', 'modify-2', 'same', 'same', 'same', 'modify-2', 'modify-2', 'modify-1', 'modify-2', 'same', 'same', 'same', 'same', 'same', 'modify-2', 'modify-2', 'same', 'modify-1', 'same', 'same', 'modify-1', 'same', 'same', 'modify-1', 'same', 'same', 'same', 'same', 'modify-2', 'same', 'modify-1', 'same', 'modify-1', 'same', 'modify-1', 'same']","['same', 'modify-1', 'modify-1', 'same', 'same', 'modify-1', 'same', 'same', 'same', 'modify-3', 'modify-2', 'same', 'same', 'same', 'same', 'modify-2', 'modify-2', 'modify-2', 'modify-2', 'same', 'same', 'modify-2', 'modify-2', 'modify-2', 'modify-2', 'same', 'same', 'same', 'same', 'same', 'same', 'modify-1', 'same', 'modify-1', 'same', 'same', 'modify-1', 'same', 'modify-1', 'modify-1', 'modify-1', 'same', 'same', 'modify-1', 'same', 'same', 'modify-1', 'same', 'modify-1', 'modify-1', 'same', 'modify-1', 'same']"
Bayesian,pro22_ade_p3,0.8,,,,0.9,,,,Openended,p3,"defaultdict(None, {'same': (36, 0.9722222222222222), 'modify-2': (4, 0.25)})","['same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'modify-3', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'modify-2', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same']","['same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'modify-2', 'modify-2', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'modify-2', 'modify-2', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same']"
Bayesian,pro23_acf_p3,0.8,,,,0.7631578947368421,,,,Openended,p3,"defaultdict(None, {'modify-2': (3, 0.0), 'same': (35, 0.8285714285714286)})","['same', 'modify-2', 'same', 'same', 'same', 'modify-2', 'same', 'same', 'same', 'modify-3', 'same', 'modify-2', 'same', 'same', 'modify-2', 'same', 'modify-2', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same']","['modify-2', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'modify-2', 'same', 'modify-2', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same']"
Bayesian,pro24_adf_p3,0.8,,,,0.5625,,,,Openended,p3,"defaultdict(None, {'same': (12, 0.75), 'modify-1': (2, 0.0), 'modify-2': (2, 0.0)})","['modify-2', 'same', 'same', 'same', 'same', 'modify-1', 'modify-1', 'same', 'same', 'same', 'same', 'same', 'same', 'modify-2', 'same', 'same']","['same', 'same', 'same', 'same', 'modify-1', 'modify-2', 'same', 'same', 'same', 'same', 'modify-1', 'same', 'modify-2', 'same', 'same', 'same']"
Bayesian,pro25_acf_p3,0.8,,,,0.3846153846153846,,,,Openended,p3,"defaultdict(None, {'modify-2': (15, 0.3333333333333333), 'modify-3': (3, 0.0), 'same': (7, 0.7142857142857143), 'modify-1': (1, 0.0)})","['same', 'same', 'same', 'modify-1', 'modify-2', 'modify-2', 'modify-3', 'same', 'modify-2', 'modify-1', 'same', 'same', 'modify-2', 'modify-2', 'modify-3', 'modify-2', 'modify-2', 'modify-2', 'modify-1', 'modify-2', 'modify-3', 'same', 'same', 'same', 'same', 'same']","['modify-2', 'modify-2', 'modify-2', 'modify-2', 'modify-3', 'modify-3', 'same', 'modify-2', 'modify-2', 'modify-2', 'modify-2', 'modify-2', 'modify-2', 'modify-2', 'modify-2', 'modify-3', 'modify-1', 'modify-2', 'modify-2', 'modify-2', 'same', 'same', 'same', 'same', 'same', 'same']"
Bayesian,pro29_ace_p3,0.8,,,,0.6666666666666666,,,,Openended,p3,"defaultdict(None, {'modify-1': (12, 0.4166666666666667), 'same': (23, 0.8260869565217391), 'modify-2': (1, 0.0)})","['modify-1', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'modify-1', 'same', 'modify-1', 'modify-3', 'same', 'same', 'modify-2', 'modify-1', 'same', 'same', 'modify-1', 'same', 'same', 'modify-1', 'same', 'modify-1', 'same', 'same', 'same', 'modify-1', 'same', 'modify-1', 'same', 'same', 'same', 'same', 'same', 'same']","['modify-1', 'same', 'same', 'modify-1', 'same', 'same', 'modify-1', 'same', 'modify-1', 'modify-2', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'same', 'same', 'same', 'modify-1', 'same', 'same', 'modify-1', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'modify-1', 'same', 'same', 'same', 'same', 'same']"
Bayesian,pro31_adf_p3,0.8,,,,0.4285714285714285,,,,Openended,p3,"defaultdict(None, {'same': (13, 0.6153846153846154), 'modify-1': (2, 0.0), 'modify-2': (6, 0.16666666666666666)})","['same', 'same', 'same', 'modify-1', 'same', 'same', 'modify-2', 'modify-1', 'same', 'same', 'modify-2', 'same', 'same', 'modify-2', 'same', 'same', 'same', 'same', 'same', 'same', 'modify-2']","['same', 'same', 'modify-1', 'same', 'same', 'modify-2', 'same', 'same', 'same', 'modify-2', 'modify-2', 'same', 'modify-1', 'same', 'same', 'modify-2', 'modify-2', 'same', 'same', 'modify-2', 'same']"
Bayesian,pro3_ace_p3,0.8,,,,0.5,,,,Openended,p3,"defaultdict(None, {'same': (8, 0.625), 'modify-2': (1, 0.0), 'modify-1': (5, 0.4)})","['same', 'same', 'modify-1', 'modify-1', 'modify-3', 'modify-3', 'same', 'same', 'same', 'same', 'modify-1', 'same', 'same', 'modify-3']","['same', 'modify-2', 'modify-1', 'modify-1', 'modify-1', 'same', 'same', 'same', 'same', 'modify-1', 'same', 'same', 'modify-1', 'same']"
Bayesian,pro5_adf_p3,0.8,,,,0.5789473684210527,,,,Openended,p3,"defaultdict(None, {'modify-2': (10, 0.5), 'same': (9, 0.6666666666666666)})","['same', 'modify-2', 'modify-3', 'same', 'same', 'same', 'same', 'modify-2', 'modify-2', 'modify-1', 'modify-1', 'same', 'same', 'same', 'modify-2', 'modify-3', 'modify-2', 'modify-1', 'same']","['modify-2', 'modify-2', 'same', 'same', 'same', 'same', 'modify-2', 'modify-2', 'modify-2', 'modify-2', 'same', 'same', 'same', 'modify-2', 'modify-2', 'modify-2', 'modify-2', 'same', 'same']"
Bayesian,pro8_acf_p3,0.8,,,,0.5652173913043478,,,,Openended,p3,"defaultdict(None, {'modify-2': (10, 0.6), 'same': (13, 0.5384615384615384)})","['modify-2', 'modify-2', 'same', 'modify-2', 'same', 'modify-2', 'modify-1', 'modify-2', 'modify-2', 'modify-2', 'same', 'modify-2', 'same', 'modify-3', 'same', 'same', 'same', 'modify-2', 'modify-2', 'same', 'modify-2', 'same', 'same']","['modify-2', 'modify-2', 'same', 'same', 'same', 'modify-2', 'modify-2', 'same', 'same', 'same', 'same', 'modify-2', 'modify-2', 'same', 'same', 'same', 'modify-2', 'modify-2', 'modify-2', 'modify-2', 'same', 'same', 'same']"
Bayesian,pro9_acf_p3,0.8,,,,0.7105263157894737,,,,Openended,p3,"defaultdict(None, {'modify-1': (16, 0.5), 'same': (21, 0.9047619047619048), 'modify-2': (1, 0.0)})","['same', 'modify-2', 'modify-1', 'modify-1', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'modify-2', 'same', 'modify-2', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'modify-1', 'modify-1', 'modify-1', 'same', 'modify-1', 'modify-1', 'modify-1', 'modify-2', 'same', 'same', 'same', 'same', 'modify-2']","['modify-1', 'modify-1', 'modify-1', 'modify-1', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'same', 'same', 'same', 'same', 'same', 'same', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'same', 'same', 'same', 'same', 'modify-2', 'same']"
Bayesian,stu10_acf_p3,0.8,,,,0.8571428571428571,,,,Openended,p3,"defaultdict(None, {'same': (27, 1.0), 'modify-2': (4, 0.5), 'modify-1': (4, 0.25)})","['same', 'same', 'same', 'same', 'same', 'same', 'same', 'modify-2', 'modify-2', 'modify-2', 'modify-1', 'modify-2', 'modify-3', 'modify-2', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same']","['same', 'same', 'same', 'same', 'same', 'same', 'modify-2', 'modify-2', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'modify-2', 'modify-2', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same']"
Bayesian,stu11_adf_p3,0.8,,,,0.7241379310344828,,,,Openended,p3,"defaultdict(None, {'modify-2': (11, 0.45454545454545453), 'same': (15, 1.0), 'modify-3': (2, 0.5), 'modify-1': (1, 0.0)})","['modify-2', 'modify-2', 'modify-1', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'modify-3', 'same', 'modify-2', 'modify-2', 'modify-3', 'modify-2', 'modify-1', 'modify-1', 'modify-1', 'same', 'same', 'same', 'same']","['modify-2', 'modify-2', 'modify-2', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'modify-3', 'modify-3', 'modify-2', 'modify-2', 'modify-2', 'modify-2', 'modify-2', 'modify-2', 'modify-2', 'modify-2', 'same', 'same', 'modify-1', 'same']"
Bayesian,stu13_acf_p3,0.8,,,,0.7666666666666667,,,,Openended,p3,"defaultdict(None, {'modify-2': (12, 0.75), 'same': (16, 0.875), 'modify-3': (1, 0.0), 'modify-1': (1, 0.0)})","['modify-2', 'modify-1', 'same', 'same', 'same', 'same', 'modify-2', 'modify-2', 'modify-3', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'modify-2', 'modify-2', 'modify-2', 'modify-2', 'same', 'modify-2', 'modify-2', 'modify-2', 'modify-3', 'same', 'same', 'same', 'same']","['modify-2', 'same', 'same', 'same', 'same', 'modify-2', 'modify-2', 'modify-2', 'modify-2', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'modify-2', 'modify-2', 'modify-2', 'modify-2', 'modify-3', 'modify-1', 'modify-2', 'modify-2', 'modify-2', 'same', 'same', 'same', 'same', 'same']"
Bayesian,stu15_ade_p3,0.8,,,,0.4666666666666667,,,,Openended,p3,"defaultdict(None, {'modify-2': (11, 0.6363636363636364), 'modify-1': (7, 0.42857142857142855), 'same': (27, 0.4074074074074074)})","['modify-2', 'modify-2', 'modify-2', 'modify-1', 'modify-1', 'modify-1', 'same', 'modify-1', 'modify-1', 'same', 'same', 'same', 'same', 'modify-1', 'modify-2', 'modify-1', 'modify-2', 'modify-2', 'same', 'modify-2', 'modify-2', 'modify-2', 'modify-1', 'same', 'modify-1', 'same', 'modify-1', 'same', 'modify-2', 'modify-1', 'modify-3', 'modify-1', 'modify-1', 'modify-1', 'same', 'modify-1', 'same', 'same', 'modify-1', 'same', 'same', 'same', 'modify-1', 'modify-1', 'same']","['modify-2', 'modify-2', 'modify-2', 'modify-1', 'modify-1', 'same', 'modify-1', 'same', 'modify-1', 'same', 'same', 'same', 'modify-1', 'modify-2', 'modify-2', 'same', 'same', 'same', 'same', 'same', 'modify-2', 'modify-2', 'same', 'same', 'same', 'same', 'same', 'modify-2', 'modify-2', 'modify-2', 'modify-2', 'same', 'same', 'same', 'modify-1', 'same', 'same', 'same', 'same', 'same', 'same', 'modify-1', 'same', 'same', 'same']"
Bayesian,stu17_ace_p3,0.8,,,,0.4666666666666667,,,,Openended,p3,"defaultdict(None, {'modify-2': (4, 0.25), 'same': (8, 0.75), 'modify-1': (3, 0.0)})","['same', 'same', 'same', 'same', 'same', 'same', 'modify-2', 'modify-2', 'modify-1', 'modify-1', 'modify-3', 'same', 'same', 'same', 'modify-3']","['modify-2', 'same', 'same', 'same', 'same', 'modify-1', 'modify-1', 'modify-2', 'modify-2', 'modify-2', 'same', 'same', 'same', 'modify-1', 'same']"
Bayesian,stu21_ace_p3,0.8,,,,0.3684210526315789,,,,Openended,p3,"defaultdict(None, {'same': (7, 0.5714285714285714), 'modify-1': (8, 0.125), 'modify-2': (4, 0.5)})","['same', 'same', 'modify-1', 'same', 'same', 'modify-2', 'same', 'modify-2', 'modify-3', 'modify-2', 'same', 'same', 'modify-2', 'same', 'modify-2', 'modify-1', 'modify-1', 'same', 'same']","['same', 'modify-1', 'same', 'modify-1', 'modify-1', 'modify-2', 'modify-2', 'modify-2', 'modify-2', 'modify-1', 'same', 'modify-1', 'same', 'modify-1', 'modify-1', 'modify-1', 'same', 'same', 'same']"
Bayesian,stu24_ace_p3,0.8,,,,0.5833333333333334,,,,Openended,p3,"defaultdict(None, {'same': (21, 0.6666666666666666), 'modify-1': (12, 0.5833333333333334), 'modify-2': (3, 0.0)})","['same', 'same', 'same', 'same', 'same', 'same', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'same', 'same', 'modify-1', 'modify-1', 'modify-1', 'same', 'modify-1', 'same', 'same', 'modify-1', 'same', 'same', 'same', 'same', 'same', 'modify-2', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'same', 'same', 'same', 'modify-1', 'same']","['same', 'same', 'modify-1', 'same', 'same', 'modify-2', 'modify-1', 'modify-1', 'modify-2', 'modify-1', 'same', 'same', 'same', 'modify-1', 'modify-1', 'same', 'modify-2', 'modify-1', 'modify-1', 'same', 'same', 'same', 'same', 'same', 'same', 'modify-1', 'modify-1', 'same', 'modify-1', 'same', 'same', 'same', 'modify-1', 'same', 'same', 'same']"
Bayesian,stu25_ace_p3,0.8,,,,0.3888888888888889,,,,Openended,p3,"defaultdict(None, {'same': (7, 0.7142857142857143), 'modify-1': (11, 0.18181818181818182)})","['same', 'same', 'same', 'same', 'modify-1', 'same', 'same', 'same', 'same', 'modify-1', 'modify-2', 'same', 'modify-1', 'modify-1', 'same', 'same', 'same', 'same']","['same', 'same', 'same', 'modify-1', 'same', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'same', 'modify-1', 'modify-1', 'same', 'same']"
Bayesian,stu26_ace_p3,0.8,,,,0.6857142857142857,,,,Openended,p3,"defaultdict(None, {'same': (26, 0.8846153846153846), 'modify-1': (9, 0.1111111111111111)})","['same', 'same', 'same', 'same', 'modify-1', 'modify-3', 'same', 'same', 'same', 'modify-2', 'same', 'same', 'modify-1', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'modify-1', 'same', 'same', 'same', 'modify-2', 'same', 'same', 'same', 'same', 'same', 'same', 'same']","['same', 'modify-1', 'same', 'modify-1', 'modify-1', 'modify-1', 'same', 'same', 'modify-1', 'same', 'same', 'modify-1', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'modify-1', 'same', 'same', 'same', 'modify-1', 'modify-1', 'same', 'same', 'same', 'same', 'same', 'same', 'same']"
Bayesian,stu29_ade_p3,0.8,,,,0.46875,,,,Openended,p3,"defaultdict(None, {'modify-2': (11, 0.18181818181818182), 'same': (15, 0.8), 'modify-1': (3, 0.0), 'modify-3': (3, 0.3333333333333333)})","['modify-3', 'modify-1', 'modify-3', 'same', 'modify-2', 'same', 'modify-2', 'modify-3', 'modify-1', 'modify-3', 'modify-3', 'modify-3', 'modify-1', 'same', 'same', 'same', 'same', 'same', 'same', 'modify-2', 'modify-3', 'modify-3', 'modify-2', 'modify-3', 'same', 'same', 'modify-2', 'same', 'same', 'same', 'same', 'same']","['modify-2', 'modify-2', 'same', 'modify-1', 'same', 'same', 'modify-2', 'modify-3', 'modify-2', 'modify-2', 'modify-2', 'modify-2', 'same', 'same', 'same', 'same', 'same', 'same', 'modify-3', 'modify-3', 'modify-2', 'modify-2', 'modify-2', 'modify-2', 'same', 'modify-1', 'modify-1', 'same', 'same', 'same', 'same', 'same']"
Bayesian,stu30_adf_p3,0.8,,,,0.7407407407407407,,,,Openended,p3,"defaultdict(None, {'same': (19, 0.8947368421052632), 'modify-2': (8, 0.375)})","['same', 'same', 'same', 'same', 'same', 'modify-1', 'modify-2', 'modify-2', 'same', 'same', 'modify-1', 'same', 'modify-2', 'modify-1', 'modify-1', 'modify-3', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same']","['same', 'same', 'same', 'same', 'modify-2', 'modify-2', 'modify-2', 'modify-2', 'same', 'same', 'same', 'modify-2', 'modify-2', 'modify-2', 'modify-2', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same']"
Bayesian,stu31_ade_p3,0.8,,,,0.5,,,,Openended,p3,"defaultdict(None, {'same': (12, 0.5), 'modify-1': (18, 0.5)})","['modify-2', 'same', 'same', 'same', 'same', 'same', 'modify-2', 'modify-1', 'modify-2', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'same', 'modify-1', 'modify-2', 'modify-1', 'same', 'modify-1', 'same', 'same', 'same', 'modify-1', 'same', 'modify-2', 'modify-1', 'modify-1', 'modify-1']","['same', 'same', 'same', 'same', 'same', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'same', 'same', 'modify-1', 'same', 'modify-1', 'modify-1', 'modify-1', 'same', 'modify-1', 'modify-1', 'same', 'same', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'same']"
