Algorithm,User,Epsilon,Threshold,LearningRate,Discount,Accuracy,StateAccuracy,Reward
SARSA,U_16,0.7,0.3,0.0001,0.05,0.47619047619047616,"[0.2, 0.5, 0.5555555555555556]",1.0
SARSA,U_16,0.1,0.4,0.1,0.2,0.6666666666666666,"[0.8, 0.75, 0.2857142857142857]",1.0
SARSA,U_16,0.1,0.5,0.5,0.9,0.6,"[0.5, 0.7368421052631579, 0.2857142857142857]",1.0
SARSA,U_16,0.1,0.6,0.1,0.1,0.4166666666666667,"[0.5, 0.46153846153846156, 0.2857142857142857]",1.0
SARSA,U_16,0.05,0.7,0.5,0.9,0.2222222222222222,"[0.5, 0.09090909090909091, 0.3333333333333333]",1.0
SARSA,U_16,0.1,0.8,0.01,0.2,0.5833333333333334,"[0.5, 0.7142857142857143, 0.3333333333333333]",1.0
SARSA,U_16,0.1,0.9,0.5,0.05,0.5,"[0.5, 0.3333333333333333, 1.0]",1.0
SARSA,U_17,0.01,0.05,0.01,0.9,0.3253012048192771,"[0.75, 0.125, 0.4]",1.0
SARSA,U_17,0.1,0.1,0.0001,0.99,0.6582278481012658,"[0.75, 0.7045454545454546, 0.4]",1.0
SARSA,U_17,0.05,0.2,0.5,0.5,0.6428571428571429,"[0.7368421052631579, 0.6410256410256411, 0.5]",1.0
SARSA,U_17,0.1,0.3,0.1,0.1,0.6885245901639344,"[0.6842105263157895, 0.7428571428571429, 0.42857142857142855]",1.0
SARSA,U_17,0.05,0.4,0.5,0.8,0.7358490566037735,"[0.8125, 0.7333333333333333, 0.5714285714285714]",1.0
SARSA,U_17,0.1,0.5,0.1,0.2,0.75,"[0.8571428571428571, 0.75, 0.5]",1.0
SARSA,U_17,0.05,0.6,0.1,0.2,0.7142857142857143,"[0.7857142857142857, 0.6875, 0.6]",1.0
SARSA,U_17,0.01,0.7,0.5,0.05,0.6666666666666666,"[0.9230769230769231, 0.5555555555555556, 0.2]",1.0
SARSA,U_17,0.1,0.8,0.001,0.99,0.7222222222222222,"[0.875, 0.5, 0.75]",1.0
SARSA,U_17,0.1,0.9,0.5,0.5,0.6666666666666666,"[1.0, 0.75, 0.5]",1.0
SARSA,U_18,0.01,0.05,0.0001,0.1,0.3170731707317073,"[0.14285714285714285, 0.7142857142857143, 0.1]",1.0
SARSA,U_18,0.1,0.1,0.1,0.99,0.5128205128205128,"[0.14285714285714285, 0.3076923076923077, 0.7894736842105263]",1.0
SARSA,U_18,0.5,0.2,1,0.8,0.5142857142857142,"[0.7142857142857143, 0.4, 0.5]",1.0
SARSA,U_18,0.1,0.3,0.0001,0.8,0.25806451612903225,"[0.14285714285714285, 0.6666666666666666, 0.16666666666666666]",1.0
SARSA,U_18,0.1,0.4,0.1,0.2,0.6923076923076923,"[0.14285714285714285, 0.8333333333333334, 0.9230769230769231]",1.0
SARSA,U_18,0.1,0.5,0.1,0.2,0.5909090909090909,"[0.2857142857142857, 0.6666666666666666, 0.7777777777777778]",1.0
SARSA,U_18,0.01,0.6,0.5,0.8,0.5,"[0.14285714285714285, 0.6666666666666666, 0.8]",1.0
SARSA,U_18,0.1,0.7,0.1,0.1,0.38461538461538464,"[0.14285714285714285, 0.5, 1.0]",1.0
SARSA,U_18,0.05,0.8,1,0.99,0.5555555555555556,"[0.75, 0.0, 1.0]",1.0
SARSA,U_18,0.1,0.9,0.1,0.2,0.8,"[0, 0.6666666666666666, 1.0]",1.0
SARSA,U_19,0.1,0.05,0.0001,0.1,0.38095238095238093,"[0.19047619047619047, 0.6538461538461539, 0.1875]",1.0
SARSA,U_19,0.5,0.1,0.001,0.1,0.35,"[0.4444444444444444, 0.23076923076923078, 0.4375]",1.0
SARSA,U_19,0.01,0.2,0.0001,0.05,0.24528301886792453,"[0.6363636363636364, 0.11538461538461539, 0.1875]",1.0
SARSA,U_19,0.05,0.3,0.5,0.05,0.5957446808510638,"[0.6666666666666666, 0.6521739130434783, 0.4666666666666667]",1.0
SARSA,U_19,0.1,0.4,0.5,0.2,0.625,"[0.75, 0.5882352941176471, 0.6]",1.0
SARSA,U_19,0.01,0.5,0.5,0.8,0.45454545454545453,"[0.6666666666666666, 0.7692307692307693, 0.07142857142857142]",1.0
SARSA,U_19,0.1,0.6,0.1,0.2,0.37037037037037035,"[0.6666666666666666, 0.7, 0.07142857142857142]",1.0
SARSA,U_19,0.1,0.7,1,0.9,0.45,"[1.0, 0.0, 0.46153846153846156]",1.0
SARSA,U_19,0.01,0.8,0.1,0.05,0.0,"[0, 0.0, 0.0]",1.0
SARSA,U_19,0.1,0.9,0.1,0.2,1.0,"[0, 0, 1.0]",1.0
SARSA,U_2,0.01,0.05,1,0.1,0.226890756302521,"[0.47368421052631576, 0.11627906976744186, 0.5714285714285714]",1.0
SARSA,U_2,0.5,0.1,0.01,0.1,0.5663716814159292,"[0.47368421052631576, 0.6144578313253012, 0.36363636363636365]",1.0
SARSA,U_2,0.01,0.2,0.5,0.1,0.71,"[0.42857142857142855, 0.7866666666666666, 0.5454545454545454]",1.0
SARSA,U_2,0.1,0.3,0.001,0.05,0.7159090909090909,"[0.5384615384615384, 0.7846153846153846, 0.5]",1.0
SARSA,U_2,0.05,0.4,0.5,0.5,0.6933333333333334,"[0.5, 0.7777777777777778, 0.4444444444444444]",1.0
SARSA,U_2,0.01,0.5,0.5,0.2,0.6507936507936508,"[0.36363636363636365, 0.782608695652174, 0.16666666666666666]",1.0
SARSA,U_2,0.1,0.6,0.1,0.5,0.58,"[0.375, 0.6944444444444444, 0.16666666666666666]",1.0
SARSA,U_2,0.1,0.7,0.01,0.8,0.6578947368421053,"[0.5714285714285714, 0.6538461538461539, 0.8]",1.0
SARSA,U_2,0.1,0.8,0.0001,0.9,0.68,"[0.6666666666666666, 0.6666666666666666, 0.75]",1.0
SARSA,U_2,0.05,0.9,0.01,0.2,0.6923076923076923,"[0.0, 0.8, 1.0]",1.0
SARSA,U_20,0.01,0.05,0.001,0.1,0.25,"[0.1282051282051282, 0.65625, 0.09433962264150944]",1.0
SARSA,U_20,0.1,0.1,0.1,0.05,0.6153846153846154,"[0.3076923076923077, 0.5517241379310345, 0.8979591836734694]",1.0
SARSA,U_20,0.5,0.2,0.001,0.5,0.6346153846153846,"[0.6111111111111112, 0.5714285714285714, 0.6808510638297872]",1.0
SARSA,U_20,0.01,0.3,0.5,0.8,0.8021978021978022,"[0.8518518518518519, 0.631578947368421, 0.8444444444444444]",1.0
SARSA,U_20,0.1,0.4,0.1,0.05,0.7692307692307693,"[0.7142857142857143, 0.631578947368421, 0.8444444444444444]",1.0
SARSA,U_20,0.1,0.5,0.1,0.2,0.8153846153846154,"[0.5714285714285714, 0.625, 0.9285714285714286]",1.0
SARSA,U_20,0.1,0.6,0.1,0.05,0.8269230769230769,"[0.6, 0.6666666666666666, 0.9142857142857143]",1.0
SARSA,U_20,0.05,0.7,0.1,0.05,0.8205128205128205,"[0.5, 0.7142857142857143, 0.8666666666666667]",1.0
SARSA,U_20,0.01,0.8,0.1,0.05,0.8461538461538461,"[0.5, 0.7142857142857143, 0.9411764705882353]",1.0
SARSA,U_20,0.1,0.9,0.01,0.05,0.6923076923076923,"[0.5, 0.7142857142857143, 0.75]",1.0
SARSA,U_3,0.01,0.05,0.0001,0.05,0.5348837209302325,"[0.8571428571428571, 0.1111111111111111, 0.75]",1.0
SARSA,U_3,0.01,0.1,0.0001,0.05,0.5121951219512195,"[0.8421052631578947, 0.1111111111111111, 0.75]",1.0
SARSA,U_3,0.1,0.2,0.0001,0.05,0.7777777777777778,"[0.8235294117647058, 0.8, 0.5]",1.0
SARSA,U_3,0.5,0.3,0.0001,0.2,0.40625,"[0.6470588235294118, 0.16666666666666666, 0.0]",1.0
SARSA,U_3,0.1,0.4,0.0001,0.5,0.7407407407407407,"[0.75, 0.6666666666666666, 1.0]",1.0
SARSA,U_3,0.1,0.5,0.0001,0.2,0.7391304347826086,"[0.75, 0.6666666666666666, 1.0]",1.0
SARSA,U_3,0.5,0.6,0.0001,0.9,0.6666666666666666,"[0.7777777777777778, 0.42857142857142855, 1.0]",1.0
SARSA,U_3,0.01,0.7,0.5,0.5,0.8571428571428571,"[0.8888888888888888, 0.6666666666666666, 1.0]",1.0
SARSA,U_3,0.01,0.8,0.1,0.05,0.8888888888888888,"[0.875, 0, 1.0]",1.0
SARSA,U_3,0.01,0.9,0.0001,0.1,0.8,"[0.75, 0, 1.0]",1.0
SARSA,U_4,0.1,0.05,0.0001,0.05,0.5454545454545454,"[0.6, 0.5853658536585366, 0.375]",1.0
SARSA,U_4,0.5,0.1,0.01,0.5,0.5753424657534246,"[0.65, 0.5675675675675675, 0.5]",1.0
SARSA,U_4,0.05,0.2,0.5,0.1,0.6,"[0.65, 0.6470588235294118, 0.36363636363636365]",1.0
SARSA,U_4,0.1,0.3,0.1,0.05,0.49122807017543857,"[0.3157894736842105, 0.625, 0.3333333333333333]",1.0
SARSA,U_4,0.7,0.4,1,0.2,0.3673469387755102,"[0.29411764705882354, 0.3333333333333333, 0.8]",1.0
SARSA,U_4,0.1,0.5,0.1,0.1,0.6829268292682927,"[0.6153846153846154, 0.7391304347826086, 0.6]",1.0
SARSA,U_4,0.7,0.6,0.0001,0.8,0.5757575757575758,"[0.5454545454545454, 0.5789473684210527, 0.6666666666666666]",1.0
SARSA,U_4,0.1,0.7,0.1,0.8,0.68,"[0.6666666666666666, 0.7058823529411765, 0.5]",1.0
SARSA,U_4,0.1,0.8,0.01,0.2,0.5882352941176471,"[0.0, 0.6428571428571429, 0.5]",1.0
SARSA,U_4,0.05,0.9,0.5,0.5,0.5555555555555556,"[0.0, 0.7142857142857143, 0.0]",1.0
SARSA,U_5,0.1,0.05,0.0001,0.5,0.3983739837398374,"[0.21739130434782608, 0.7142857142857143, 0.17647058823529413]",1.0
SARSA,U_5,0.5,0.1,1,0.2,0.4700854700854701,"[0.6521739130434783, 0.4166666666666667, 0.43478260869565216]",1.0
SARSA,U_5,0.01,0.2,0.01,0.8,0.7115384615384616,"[0.19047619047619047, 0.7692307692307693, 0.9090909090909091]",1.0
SARSA,U_5,0.05,0.3,0.5,0.5,0.6593406593406593,"[0.45, 0.7586206896551724, 0.6904761904761905]",1.0
SARSA,U_5,0.1,0.4,0.5,0.8,0.717948717948718,"[0.7058823529411765, 0.7142857142857143, 0.725]",1.0
SARSA,U_5,0.05,0.5,0.5,0.99,0.676923076923077,"[0.47058823529411764, 0.6190476190476191, 0.8518518518518519]",1.0
SARSA,U_5,0.01,0.6,0.1,0.1,0.8461538461538461,"[0.8, 0.7647058823529411, 0.92]",1.0
SARSA,U_5,0.1,0.7,0.01,0.1,0.7948717948717948,"[0.5, 0.6666666666666666, 0.9090909090909091]",1.0
SARSA,U_5,0.1,0.8,0.001,0.8,0.9230769230769231,"[0, 0.9, 0.9375]",1.0
SARSA,U_5,0.01,0.9,0.1,0.1,0.9230769230769231,"[0, 0, 0.9230769230769231]",1.0
SARSA,U_6,0.1,0.05,0.0001,0.05,0.5376344086021505,"[0.2653061224489796, 0.6461538461538462, 0.625]",1.0
SARSA,U_6,0.1,0.1,0.5,0.99,0.6875,"[0.675, 0.546875, 0.8194444444444444]",1.0
SARSA,U_6,0.05,0.2,0.1,0.2,0.5705128205128205,"[0.6333333333333333, 0.6181818181818182, 0.5070422535211268]",1.0
SARSA,U_6,0.5,0.3,0.001,0.1,0.5985401459854015,"[0.5789473684210527, 0.5102040816326531, 0.6666666666666666]",1.0
SARSA,U_6,0.05,0.4,0.1,0.5,0.7435897435897436,"[0.631578947368421, 0.6739130434782609, 0.8461538461538461]",1.0
SARSA,U_6,0.1,0.5,0.1,0.1,0.7346938775510204,"[0.5384615384615384, 0.675, 0.8444444444444444]",1.0
SARSA,U_6,0.05,0.6,0.1,0.1,0.7564102564102564,"[0.6363636363636364, 0.6774193548387096, 0.8611111111111112]",1.0
SARSA,U_6,0.1,0.7,0.1,0.1,0.7288135593220338,"[0.6666666666666666, 0.68, 0.8]",1.0
SARSA,U_6,0.05,0.8,0.01,0.05,0.7692307692307693,"[0.7142857142857143, 0.6153846153846154, 0.8947368421052632]",1.0
SARSA,U_6,0.05,0.9,0.1,0.2,0.8,"[0.75, 0.6, 0.9090909090909091]",1.0
SARSA,U_7,0.01,0.05,0.0001,0.05,0.5319148936170213,"[0.2222222222222222, 0.76, 0.3076923076923077]",1.0
SARSA,U_7,0.01,0.1,0.0001,0.05,0.4666666666666667,"[0.2222222222222222, 0.6956521739130435, 0.23076923076923078]",1.0
SARSA,U_7,0.01,0.2,0.0001,0.05,0.425,"[0.2222222222222222, 0.6666666666666666, 0.23076923076923078]",1.0
SARSA,U_7,0.01,0.3,0.5,0.9,0.4,"[0.2222222222222222, 0.7142857142857143, 0.16666666666666666]",1.0
SARSA,U_7,0.1,0.4,0.5,0.05,0.5333333333333333,"[0.5, 0.7142857142857143, 0.3333333333333333]",1.0
SARSA,U_7,0.05,0.5,0.0001,0.1,0.36,"[0.0, 0.5833333333333334, 0.16666666666666666]",1.0
SARSA,U_7,0.1,0.6,0.1,0.5,0.4,"[0.0, 0.7, 0.1111111111111111]",1.0
SARSA,U_7,0.1,0.7,0.5,0.2,0.6666666666666666,"[0, 0.6666666666666666, 0.6666666666666666]",1.0
SARSA,U_7,0.1,0.8,0.1,0.5,0.8,"[0, 0.6666666666666666, 0.8571428571428571]",1.0
SARSA,U_7,0.01,0.9,1,0.2,0.6,"[0, 0.6666666666666666, 0.5]",1.0
SARSA,U_8,0.01,0.05,0.0001,0.05,0.5897435897435898,"[0.3, 0.8085106382978723, 0.23809523809523808]",1.0
SARSA,U_8,0.01,0.1,0.0001,0.05,0.5675675675675675,"[0.4, 0.7674418604651163, 0.23809523809523808]",1.0
SARSA,U_8,0.01,0.2,0.5,0.9,0.5454545454545454,"[0.3, 0.7837837837837838, 0.21052631578947367]",1.0
SARSA,U_8,0.1,0.3,0.5,0.9,0.6379310344827587,"[0.7, 0.5172413793103449, 0.7894736842105263]",1.0
SARSA,U_8,0.01,0.4,0.5,0.5,0.58,"[0.3, 0.76, 0.4666666666666667]",1.0
SARSA,U_8,0.01,0.5,0.5,0.8,0.5609756097560976,"[0.2222222222222222, 0.7222222222222222, 0.5714285714285714]",1.0
SARSA,U_8,0.1,0.6,0.0001,0.8,0.30303030303030304,"[0.2222222222222222, 0.6363636363636364, 0.07692307692307693]",1.0
SARSA,U_8,0.01,0.7,0.1,0.1,0.64,"[0.25, 0.75, 0.8888888888888888]",1.0
SARSA,U_8,0.05,0.8,0.1,0.5,0.4117647058823529,"[0.2, 0.8, 0.2857142857142857]",1.0
SARSA,U_8,0.01,0.9,0.5,0.5,0.8888888888888888,"[0, 0.5, 1.0]",1.0
SARSA,U_9,0.1,0.05,0.0001,0.05,0.5327102803738317,"[0.23076923076923078, 0.711864406779661, 0.4090909090909091]",1.0
SARSA,U_9,0.1,0.1,0.01,0.1,0.5643564356435643,"[0.2692307692307692, 0.7090909090909091, 0.55]",1.0
SARSA,U_9,0.1,0.2,0.0001,0.5,0.6444444444444445,"[0.6666666666666666, 0.6595744680851063, 0.5789473684210527]",1.0
SARSA,U_9,0.1,0.3,0.01,0.2,0.6582278481012658,"[0.6, 0.6956521739130435, 0.6111111111111112]",1.0
SARSA,U_9,0.1,0.4,0.0001,0.1,0.5882352941176471,"[0.6666666666666666, 0.6842105263157895, 0.26666666666666666]",1.0
SARSA,U_9,0.1,0.5,0.01,0.05,0.5357142857142857,"[0.6923076923076923, 0.6206896551724138, 0.21428571428571427]",1.0
SARSA,U_9,0.1,0.6,0.0001,0.1,0.5555555555555556,"[0.7272727272727273, 0.6818181818181818, 0.16666666666666666]",1.0
SARSA,U_9,0.1,0.7,0.01,0.1,0.47058823529411764,"[0.75, 0.6428571428571429, 0.08333333333333333]",1.0
SARSA,U_9,0.01,0.8,0.5,0.8,0.6086956521739131,"[0.8, 0.6666666666666666, 0.4444444444444444]",1.0
SARSA,U_9,0.1,0.9,0.01,0.1,0.25,"[0.0, 0.5, 0.14285714285714285]",1.0
