User,Threshold,LearningRate,Discount,Temperature,Accuracy,StateAccuracy
U_18,0.05,0.0001,0.05,0.0001,0.7073170731707317,"[0.14285714285714285, 0.7142857142857143, 0.9]"
U_18,0.1,0.0001,0.5,1.0,0.38461538461538464,"[0.5714285714285714, 0.23076923076923078, 0.42105263157894735]"
U_18,0.2,0.01,0.9,8.0,0.2857142857142857,"[0.0, 0.5, 0.2777777777777778]"
U_18,0.3,0.0001,0.1,0.0001,0.1935483870967742,"[0.14285714285714285, 0.6666666666666666, 0.05555555555555555]"
U_18,0.4,0.01,0.8,5.0,0.5769230769230769,"[0.2857142857142857, 0.5, 0.7692307692307693]"
U_18,0.5,0.1,0.2,0.0001,0.5,"[0.0, 0.6666666666666666, 0.7777777777777778]"
U_18,0.6,0.0001,0.9,0.0001,0.5,"[0.14285714285714285, 0.6666666666666666, 0.8]"
U_18,0.7,0.5,0.1,10.0,0.6153846153846154,"[0.7142857142857143, 0.5, 0.5]"
U_18,0.8,0.001,0.8,1.0,0.7777777777777778,"[0.75, 0.6666666666666666, 1.0]"
U_18,0.9,0.001,0.99,1.0,1.0,"[0, 1.0, 1.0]"
U_19,0.05,0.001,0.2,10.0,0.38095238095238093,"[0.47619047619047616, 0.38461538461538464, 0.25]"
U_19,0.1,0.001,0.1,10.0,0.43333333333333335,"[0.5, 0.5384615384615384, 0.1875]"
U_19,0.2,0.5,0.2,1.0,0.7169811320754716,"[0.6363636363636364, 0.6923076923076923, 0.8125]"
U_19,0.3,0.0001,0.8,0.0001,0.5531914893617021,"[0.6666666666666666, 0.782608695652174, 0.13333333333333333]"
U_19,0.4,0.001,0.05,0.0001,0.525,"[0.75, 0.7647058823529411, 0.13333333333333333]"
U_19,0.5,0.0001,0.05,0.0001,0.45454545454545453,"[0.6666666666666666, 0.7692307692307693, 0.07142857142857142]"
U_19,0.6,0.01,0.99,8.0,0.7037037037037037,"[0.6666666666666666, 0.6, 0.7857142857142857]"
U_19,0.7,0.0001,0.8,0.0001,0.2,"[0.6666666666666666, 0.5, 0.0]"
U_19,0.8,0.01,0.1,1.0,0.0,"[0, 0.0, 0.0]"
U_19,0.9,0.001,0.05,1.0,0.7142857142857143,"[0, 0, 0.7142857142857143]"
U_2,0.05,0.0001,0.1,0.0001,0.6974789915966386,"[0.47368421052631576, 0.7906976744186046, 0.42857142857142855]"
U_2,0.1,0.01,0.1,10.0,0.49557522123893805,"[0.3157894736842105, 0.5301204819277109, 0.5454545454545454]"
U_2,0.2,0.001,0.5,1.0,0.65,"[0.42857142857142855, 0.7466666666666667, 0.2727272727272727]"
U_2,0.3,0.01,0.05,10.0,0.5568181818181818,"[0.15384615384615385, 0.6461538461538462, 0.5]"
U_2,0.4,0.01,0.5,1.0,0.72,"[0.5833333333333334, 0.7962962962962963, 0.4444444444444444]"
U_2,0.5,0.001,0.1,1.0,0.6666666666666666,"[0.45454545454545453, 0.782608695652174, 0.16666666666666666]"
U_2,0.6,0.1,0.2,10.0,0.5,"[0.25, 0.6388888888888888, 0.0]"
U_2,0.7,0.001,0.2,5.0,0.631578947368421,"[0.42857142857142855, 0.7307692307692307, 0.4]"
U_2,0.8,0.001,0.8,8.0,0.52,"[0.0, 0.6666666666666666, 0.25]"
U_2,0.9,0.01,0.1,8.0,0.6923076923076923,"[0.5, 0.8, 0.0]"
U_20,0.05,0.0001,0.05,10.0,0.29838709677419356,"[0.41025641025641024, 0.21875, 0.2641509433962264]"
U_20,0.1,0.001,0.05,1.0,0.6752136752136753,"[0.6153846153846154, 0.6206896551724138, 0.7551020408163265]"
U_20,0.2,0.1,0.9,1.0,0.7596153846153846,"[0.7777777777777778, 0.5238095238095238, 0.851063829787234]"
U_20,0.3,0.5,0.05,0.0001,0.8131868131868132,"[0.7777777777777778, 0.631578947368421, 0.9111111111111111]"
U_20,0.4,0.5,0.8,8.0,0.782051282051282,"[0.7142857142857143, 0.5789473684210527, 0.8888888888888888]"
U_20,0.5,0.1,0.5,0.0001,0.8153846153846154,"[0.5714285714285714, 0.625, 0.9285714285714286]"
U_20,0.6,0.1,0.8,0.0001,0.8461538461538461,"[0.6, 0.6666666666666666, 0.9428571428571428]"
U_20,0.7,0.1,0.2,1.0,0.8974358974358975,"[0.5, 0.7142857142857143, 0.9666666666666667]"
U_20,0.8,0.001,0.5,1.0,0.8461538461538461,"[0.5, 0.7142857142857143, 0.9411764705882353]"
U_20,0.9,0.01,0.5,5.0,0.6923076923076923,"[0.5, 0.7142857142857143, 0.75]"
U_3,0.05,0.0001,0.05,10.0,0.37209302325581395,"[0.38095238095238093, 0.2777777777777778, 0.75]"
U_3,0.1,0.0001,0.9,0.0001,0.7560975609756098,"[0.8421052631578947, 0.7777777777777778, 0.25]"
U_3,0.2,0.0001,0.05,0.0001,0.75,"[0.8823529411764706, 0.7333333333333333, 0.25]"
U_3,0.3,0.5,0.5,5.0,0.6875,"[0.7647058823529411, 0.75, 0.0]"
U_3,0.4,0.5,0.5,0.0001,0.7037037037037037,"[0.75, 0.7777777777777778, 0.0]"
U_3,0.5,0.0001,0.2,0.0001,0.8260869565217391,"[0.8333333333333334, 0.7777777777777778, 1.0]"
U_3,0.6,0.001,0.2,1.0,0.6111111111111112,"[0.7777777777777778, 0.5714285714285714, 0.0]"
U_3,0.7,0.0001,0.2,0.0001,0.7142857142857143,"[0.8888888888888888, 0.6666666666666666, 0.0]"
U_3,0.8,0.01,0.05,1.0,0.7777777777777778,"[0.875, 0, 0.0]"
U_3,0.9,0.01,0.9,1.0,0.8,"[0.75, 0, 1.0]"
U_4,0.05,0.1,0.9,10.0,0.4025974025974026,"[0.3, 0.36585365853658536, 0.625]"
U_4,0.1,0.01,0.99,8.0,0.3150684931506849,"[0.3, 0.32432432432432434, 0.3125]"
U_4,0.2,0.5,0.5,10.0,0.6153846153846154,"[0.65, 0.6176470588235294, 0.5454545454545454]"
U_4,0.3,0.001,0.8,1.0,0.5263157894736842,"[0.47368421052631576, 0.59375, 0.3333333333333333]"
U_4,0.4,0.0001,0.9,0.0001,0.6530612244897959,"[0.7058823529411765, 0.6666666666666666, 0.4]"
U_4,0.5,1.0,0.2,10.0,0.6585365853658537,"[0.6923076923076923, 0.6956521739130435, 0.4]"
U_4,0.6,0.01,0.1,1.0,0.6363636363636364,"[0.6363636363636364, 0.631578947368421, 0.6666666666666666]"
U_4,0.7,0.01,0.2,1.0,0.64,"[0.5, 0.7058823529411765, 0.5]"
U_4,0.8,0.001,0.2,1.0,0.7058823529411765,"[0.0, 0.7857142857142857, 0.5]"
U_4,0.9,0.01,0.5,8.0,0.5555555555555556,"[0.0, 0.7142857142857143, 0.0]"
U_5,0.05,0.01,0.05,1.0,0.7967479674796748,"[0.782608695652174, 0.7551020408163265, 0.8431372549019608]"
U_5,0.1,0.5,0.05,10.0,0.7863247863247863,"[0.7391304347826086, 0.75, 0.8478260869565217]"
U_5,0.2,0.01,0.2,5.0,0.7788461538461539,"[0.7619047619047619, 0.717948717948718, 0.8409090909090909]"
U_5,0.3,0.1,0.99,8.0,0.8461538461538461,"[0.85, 0.7241379310344828, 0.9285714285714286]"
U_5,0.4,0.01,0.2,1.0,0.7692307692307693,"[0.47058823529411764, 0.7142857142857143, 0.925]"
U_5,0.5,0.0001,0.5,0.0001,0.8461538461538461,"[0.8823529411764706, 0.7619047619047619, 0.8888888888888888]"
U_5,0.6,0.001,0.05,0.0001,0.8461538461538461,"[0.8, 0.7647058823529411, 0.92]"
U_5,0.7,0.01,0.99,8.0,0.8461538461538461,"[0.5, 0.7333333333333333, 0.9545454545454546]"
U_5,0.8,0.1,0.05,0.0001,0.9615384615384616,"[0, 0.9, 1.0]"
U_5,0.9,0.01,0.05,8.0,1.0,"[0, 0, 1.0]"
U_6,0.05,0.0001,0.2,0.0001,0.6236559139784946,"[0.24489795918367346, 0.6461538461538462, 0.8611111111111112]"
U_6,0.1,0.01,0.8,5.0,0.6590909090909091,"[0.675, 0.625, 0.6805555555555556]"
U_6,0.2,0.5,0.05,0.0001,0.4166666666666667,"[0.6666666666666666, 0.6545454545454545, 0.1267605633802817]"
U_6,0.3,0.01,0.2,1.0,0.7299270072992701,"[0.631578947368421, 0.6326530612244898, 0.8260869565217391]"
U_6,0.4,0.1,0.99,10.0,0.6666666666666666,"[0.47368421052631576, 0.6304347826086957, 0.7692307692307693]"
U_6,0.5,0.5,0.1,0.0001,0.7551020408163265,"[0.5384615384615384, 0.7, 0.8666666666666667]"
U_6,0.6,0.01,0.05,1.0,0.7564102564102564,"[0.45454545454545453, 0.7096774193548387, 0.8888888888888888]"
U_6,0.7,0.5,0.99,8.0,0.7457627118644068,"[0.6666666666666666, 0.68, 0.84]"
U_6,0.8,0.001,0.5,1.0,0.7692307692307693,"[0.7142857142857143, 0.6153846153846154, 0.8947368421052632]"
U_6,0.9,0.001,0.5,5.0,0.8,"[0.75, 0.6, 0.9090909090909091]"
U_7,0.05,0.0001,0.2,8.0,0.3617021276595745,"[0.2222222222222222, 0.36, 0.46153846153846156]"
U_7,0.1,0.0001,0.05,0.0001,0.6444444444444445,"[0.2222222222222222, 0.7391304347826086, 0.7692307692307693]"
U_7,0.2,0.001,0.5,1.0,0.575,"[0.5555555555555556, 0.6111111111111112, 0.5384615384615384]"
U_7,0.3,0.001,0.8,1.0,0.5428571428571428,"[0.4444444444444444, 0.5714285714285714, 0.5833333333333334]"
U_7,0.4,0.0001,0.05,0.0001,0.7333333333333333,"[0.5, 0.7142857142857143, 0.8333333333333334]"
U_7,0.5,0.01,0.8,10.0,0.6,"[0.0, 0.6666666666666666, 0.5833333333333334]"
U_7,0.6,0.001,0.99,1.0,0.65,"[0.0, 0.6, 0.7777777777777778]"
U_7,0.7,0.01,0.9,1.0,0.7333333333333333,"[0, 0.6666666666666666, 0.7777777777777778]"
U_7,0.8,0.001,0.8,1.0,0.7,"[0, 0.6666666666666666, 0.7142857142857143]"
U_7,0.9,0.5,0.99,8.0,0.6,"[0, 0.6666666666666666, 0.5]"
U_8,0.05,0.0001,0.2,10.0,0.32051282051282054,"[0.2, 0.40425531914893614, 0.19047619047619047]"
U_8,0.1,0.001,0.99,1.0,0.6891891891891891,"[0.4, 0.6976744186046512, 0.8095238095238095]"
U_8,0.2,0.0001,0.1,0.0001,0.7121212121212122,"[0.3, 0.7837837837837838, 0.7894736842105263]"
U_8,0.3,0.01,0.5,1.0,0.5689655172413793,"[0.4, 0.7241379310344828, 0.42105263157894735]"
U_8,0.4,0.0001,0.2,0.0001,0.76,"[0.7, 0.76, 0.8]"
U_8,0.5,0.01,0.5,0.0001,0.6585365853658537,"[0.2222222222222222, 0.7222222222222222, 0.8571428571428571]"
U_8,0.6,0.1,0.8,10.0,0.7575757575757576,"[0.6666666666666666, 0.7272727272727273, 0.8461538461538461]"
U_8,0.7,0.0001,0.1,0.0001,0.6,"[0.125, 0.75, 0.8888888888888888]"
U_8,0.8,0.001,0.99,1.0,0.7647058823529411,"[0.4, 0.8, 1.0]"
U_8,0.9,0.5,0.05,0.0001,0.8888888888888888,"[0, 0.5, 1.0]"
U_9,0.05,0.0001,0.1,5.0,0.4392523364485981,"[0.5, 0.4576271186440678, 0.3181818181818182]"
U_9,0.1,0.001,0.2,0.0001,0.7227722772277227,"[0.7307692307692307, 0.7636363636363637, 0.6]"
U_9,0.2,0.1,0.1,1.0,0.6555555555555556,"[0.625, 0.6808510638297872, 0.631578947368421]"
U_9,0.3,0.001,0.1,1.0,0.6962025316455697,"[0.6666666666666666, 0.7391304347826086, 0.6111111111111112]"
U_9,0.4,0.001,0.2,1.0,0.6911764705882353,"[0.6666666666666666, 0.7368421052631579, 0.6]"
U_9,0.5,0.01,0.9,0.0001,0.5892857142857143,"[0.6923076923076923, 0.7241379310344828, 0.21428571428571427]"
U_9,0.6,0.5,0.9,1.0,0.5777777777777777,"[0.7272727272727273, 0.7272727272727273, 0.16666666666666666]"
U_9,0.7,0.01,0.9,10.0,0.6764705882352942,"[0.625, 0.5714285714285714, 0.8333333333333334]"
U_9,0.8,0.1,0.9,8.0,0.782608695652174,"[0.8, 0.6666666666666666, 0.8888888888888888]"
U_9,0.9,0.01,0.2,8.0,0.8333333333333334,"[0.0, 1.0, 0.8571428571428571]"
