User,Threshold,LearningRate,Discount,Temperature,Accuracy,StateAccuracy
ff56863b-0710-4a58-ad22-4bf2889c9bc0,0.05,0.0001,0.5,0.1,0.7916666666666666,"[0.8055555555555556, 0.7285714285714285, 0.8548387096774194]"
ff56863b-0710-4a58-ad22-4bf2889c9bc0,0.1,0.001,0.05,0.1,0.8050314465408805,"[0.8055555555555556, 0.746031746031746, 0.8666666666666667]"
ff56863b-0710-4a58-ad22-4bf2889c9bc0,0.2,0.001,0.1,1.0,0.75177304964539,"[0.7222222222222222, 0.7254901960784313, 0.7962962962962963]"
ff56863b-0710-4a58-ad22-4bf2889c9bc0,0.3,0.0001,0.05,0.1,0.7661290322580645,"[0.696969696969697, 0.6842105263157895, 0.8679245283018868]"
ff56863b-0710-4a58-ad22-4bf2889c9bc0,0.4,0.001,0.8,1.0,0.7452830188679245,"[0.6875, 0.7142857142857143, 0.8205128205128205]"
ff56863b-0710-4a58-ad22-4bf2889c9bc0,0.5,0.01,0.2,1.0,0.7045454545454546,"[0.782608695652174, 0.6666666666666666, 0.6842105263157895]"
ff56863b-0710-4a58-ad22-4bf2889c9bc0,0.6,0.001,0.2,1.0,0.8169014084507042,"[0.8235294117647058, 0.7619047619047619, 0.8484848484848485]"
ff56863b-0710-4a58-ad22-4bf2889c9bc0,0.7,0.01,0.05,5.0,0.8679245283018868,"[0.7857142857142857, 0.6666666666666666, 0.9666666666666667]"
ff56863b-0710-4a58-ad22-4bf2889c9bc0,0.8,0.001,0.5,1.0,0.9166666666666666,"[1.0, 0.6, 0.9655172413793104]"
ff56863b-0710-4a58-ad22-4bf2889c9bc0,0.9,0.0001,0.2,0.1,0.7777777777777778,"[0.5, 0.6, 0.9090909090909091]"
