User,Epsilon,Threshold,LearningRate,Discount,Accuracy,StateAccuracy
72a8d170-77ae-400e-b2a5-de9e1d33a714,0.5,0.3,0.1,0.5,0.7017543859649122,"[0.7894736842105263, 0.7096774193548387, 0.42857142857142855]"
72a8d170-77ae-400e-b2a5-de9e1d33a714,0.5,0.4,0.001,0.2,0.6938775510204082,"[0.8125, 0.6923076923076923, 0.42857142857142855]"
72a8d170-77ae-400e-b2a5-de9e1d33a714,0.5,0.5,0.001,0.8,0.7317073170731707,"[0.8125, 0.7142857142857143, 0.5]"
72a8d170-77ae-400e-b2a5-de9e1d33a714,0.5,0.6,0.0001,0.2,0.7272727272727273,"[0.8571428571428571, 0.6666666666666666, 0.5]"
72a8d170-77ae-400e-b2a5-de9e1d33a714,0.8,0.7,0.01,0.5,0.24,"[0.16666666666666666, 0.3, 0.3333333333333333]"
72a8d170-77ae-400e-b2a5-de9e1d33a714,0.5,0.8,0.0001,0.8,0.7647058823529411,"[0.875, 0.7142857142857143, 0.5]"
72a8d170-77ae-400e-b2a5-de9e1d33a714,0.3,0.9,0.01,0.1,0.7777777777777778,"[0.75, 0.75, 1.0]"
733a1ac5-0b01-485e-9b29-ac33932aa240,0.95,0.05,0.0001,0.05,0.8333333333333334,"[0.8, 0.7586206896551724, 0.9]"
733a1ac5-0b01-485e-9b29-ac33932aa240,0.95,0.1,0.0001,0.1,0.15384615384615385,"[0.14285714285714285, 0.23076923076923078, 0.10526315789473684]"
733a1ac5-0b01-485e-9b29-ac33932aa240,0.95,0.2,0.01,0.9,0.14285714285714285,"[0.14285714285714285, 0.3, 0.05555555555555555]"
733a1ac5-0b01-485e-9b29-ac33932aa240,0.5,0.3,0.01,0.5,0.12903225806451613,"[0.14285714285714285, 0.3333333333333333, 0.05555555555555555]"
733a1ac5-0b01-485e-9b29-ac33932aa240,0.3,0.4,0.001,0.1,0.8461538461538461,"[0.8571428571428571, 0.6666666666666666, 0.9230769230769231]"
733a1ac5-0b01-485e-9b29-ac33932aa240,0.3,0.5,0.001,0.1,0.8181818181818182,"[0.8571428571428571, 0.6666666666666666, 0.8888888888888888]"
733a1ac5-0b01-485e-9b29-ac33932aa240,0.05,0.6,0.0001,0.05,0.7777777777777778,"[0.8571428571428571, 0.6666666666666666, 0.8]"
733a1ac5-0b01-485e-9b29-ac33932aa240,0.3,0.7,0.001,0.5,0.7692307692307693,"[0.8571428571428571, 0.5, 1.0]"
733a1ac5-0b01-485e-9b29-ac33932aa240,0.05,0.8,0.001,0.8,0.7777777777777778,"[0.75, 0.6666666666666666, 1.0]"
733a1ac5-0b01-485e-9b29-ac33932aa240,0.3,0.9,0.1,0.05,0.2,"[nan, 0.3333333333333333, 0.0]"
7d014c75-453b-4188-9e4e-fb086984896a,0.95,0.05,0.0001,0.8,0.24146981627296588,"[0.24, 0.36496350364963503, 0.125]"
7d014c75-453b-4188-9e4e-fb086984896a,0.5,0.1,0.0001,0.1,0.75,"[0.7, 0.65625, 0.8611111111111112]"
7d014c75-453b-4188-9e4e-fb086984896a,0.3,0.2,0.1,0.8,0.24358974358974358,"[0.3333333333333333, 0.34545454545454546, 0.1267605633802817]"
7d014c75-453b-4188-9e4e-fb086984896a,0.5,0.3,0.0001,0.2,0.7664233576642335,"[0.631578947368421, 0.673469387755102, 0.8695652173913043]"
7d014c75-453b-4188-9e4e-fb086984896a,0.05,0.4,0.1,0.5,0.7435897435897436,"[0.631578947368421, 0.6739130434782609, 0.8461538461538461]"
7d014c75-453b-4188-9e4e-fb086984896a,0.05,0.5,0.001,0.2,0.7551020408163265,"[0.5384615384615384, 0.7, 0.8666666666666667]"
7d014c75-453b-4188-9e4e-fb086984896a,0.05,0.6,0.001,0.9,0.782051282051282,"[0.6363636363636364, 0.7096774193548387, 0.8888888888888888]"
7d014c75-453b-4188-9e4e-fb086984896a,0.05,0.7,0.001,0.8,0.7627118644067796,"[0.6666666666666666, 0.72, 0.84]"
7d014c75-453b-4188-9e4e-fb086984896a,0.05,0.8,0.0001,0.2,0.7692307692307693,"[0.7142857142857143, 0.6153846153846154, 0.8947368421052632]"
7d014c75-453b-4188-9e4e-fb086984896a,0.05,0.9,0.001,0.05,0.8,"[0.75, 0.6, 0.9090909090909091]"
82316e37-1117-4663-84b4-ddb6455c83b2,0.95,0.05,0.0001,0.05,0.23958333333333334,"[0.21052631578947367, 0.27450980392156865, 0.19230769230769232]"
82316e37-1117-4663-84b4-ddb6455c83b2,0.95,0.1,0.0001,0.05,0.7555555555555555,"[0.7777777777777778, 0.7391304347826086, 0.7692307692307693]"
82316e37-1117-4663-84b4-ddb6455c83b2,0.95,0.2,0.01,0.9,0.725,"[0.7777777777777778, 0.6666666666666666, 0.7692307692307693]"
82316e37-1117-4663-84b4-ddb6455c83b2,0.5,0.3,0.01,0.9,0.22857142857142856,"[0.2222222222222222, 0.2857142857142857, 0.16666666666666666]"
82316e37-1117-4663-84b4-ddb6455c83b2,0.3,0.4,0.001,0.2,0.7333333333333333,"[0.5, 0.7142857142857143, 0.8333333333333334]"
82316e37-1117-4663-84b4-ddb6455c83b2,0.8,0.5,0.0001,0.05,0.72,"[0.0, 0.6666666666666666, 0.8333333333333334]"
82316e37-1117-4663-84b4-ddb6455c83b2,0.3,0.6,0.01,0.5,0.75,"[0.0, 0.7, 0.8888888888888888]"
82316e37-1117-4663-84b4-ddb6455c83b2,0.5,0.7,0.0001,0.8,0.2,"[nan, 0.3333333333333333, 0.1111111111111111]"
82316e37-1117-4663-84b4-ddb6455c83b2,0.5,0.8,0.01,0.5,0.8,"[nan, 0.6666666666666666, 0.8571428571428571]"
82316e37-1117-4663-84b4-ddb6455c83b2,0.8,0.9,0.001,0.2,0.6,"[nan, 0.6666666666666666, 0.5]"
8b544d24-3274-4bb0-9719-fd2bccc87b02,0.95,0.05,0.0001,0.05,0.8137931034482758,"[0.68, 0.8627450980392157, 0.7222222222222222]"
8b544d24-3274-4bb0-9719-fd2bccc87b02,0.95,0.1,0.001,0.9,0.19402985074626866,"[0.36363636363636365, 0.1276595744680851, 0.3333333333333333]"
8b544d24-3274-4bb0-9719-fd2bccc87b02,0.3,0.2,0.0001,0.05,0.7833333333333333,"[0.6363636363636364, 0.85, 0.6666666666666666]"
8b544d24-3274-4bb0-9719-fd2bccc87b02,0.3,0.3,0.0001,0.1,0.21153846153846154,"[0.36363636363636365, 0.13513513513513514, 0.5]"
8b544d24-3274-4bb0-9719-fd2bccc87b02,0.3,0.4,0.0001,0.1,0.7555555555555555,"[0.6363636363636364, 0.8333333333333334, 0.5]"
8b544d24-3274-4bb0-9719-fd2bccc87b02,0.3,0.5,0.0001,0.8,0.7567567567567568,"[0.625, 0.84, 0.5]"
8b544d24-3274-4bb0-9719-fd2bccc87b02,0.3,0.6,0.1,0.9,0.7,"[0.625, 0.7777777777777778, 0.5]"
8b544d24-3274-4bb0-9719-fd2bccc87b02,0.05,0.7,0.1,0.8,0.30434782608695654,"[1.0, 0.17647058823529413, 0.5]"
8b544d24-3274-4bb0-9719-fd2bccc87b02,0.05,0.8,0.01,0.05,0.6666666666666666,"[0.0, 0.8, 0.6666666666666666]"
8b544d24-3274-4bb0-9719-fd2bccc87b02,0.05,0.9,0.0001,0.5,0.875,"[nan, 0.8333333333333334, 1.0]"
8bf5b71b-dfd4-403f-8791-06427b26ccaf,0.95,0.05,0.0001,0.05,0.34810126582278483,"[0.3023255813953488, 0.39759036144578314, 0.28125]"
8bf5b71b-dfd4-403f-8791-06427b26ccaf,0.8,0.1,0.1,0.8,0.3561643835616438,"[0.35, 0.35135135135135137, 0.375]"
8bf5b71b-dfd4-403f-8791-06427b26ccaf,0.95,0.2,0.1,0.5,0.6307692307692307,"[0.65, 0.6470588235294118, 0.5454545454545454]"
8bf5b71b-dfd4-403f-8791-06427b26ccaf,0.5,0.3,0.0001,0.1,0.631578947368421,"[0.6842105263157895, 0.65625, 0.3333333333333333]"
8bf5b71b-dfd4-403f-8791-06427b26ccaf,0.95,0.4,0.1,0.05,0.6530612244897959,"[0.7058823529411765, 0.6666666666666666, 0.4]"
8bf5b71b-dfd4-403f-8791-06427b26ccaf,0.5,0.5,0.001,0.5,0.6585365853658537,"[0.6923076923076923, 0.6956521739130435, 0.4]"
8bf5b71b-dfd4-403f-8791-06427b26ccaf,0.5,0.6,0.0001,0.2,0.696969696969697,"[0.7272727272727273, 0.7368421052631579, 0.3333333333333333]"
8bf5b71b-dfd4-403f-8791-06427b26ccaf,0.95,0.7,0.01,0.8,0.28,"[0.3333333333333333, 0.23529411764705882, 0.5]"
8bf5b71b-dfd4-403f-8791-06427b26ccaf,0.8,0.8,0.1,0.8,0.7058823529411765,"[0.0, 0.7857142857142857, 0.5]"
8bf5b71b-dfd4-403f-8791-06427b26ccaf,0.8,0.9,0.1,0.05,0.6666666666666666,"[0.0, 0.7142857142857143, 1.0]"
93be0a02-3f7a-46c9-b526-aa956ed00856,0.95,0.05,0.0001,0.05,0.16929133858267717,"[0.1375, 0.3235294117647059, 0.09433962264150944]"
93be0a02-3f7a-46c9-b526-aa956ed00856,0.3,0.1,0.0001,0.5,0.8290598290598291,"[0.8717948717948718, 0.6551724137931034, 0.8979591836734694]"
93be0a02-3f7a-46c9-b526-aa956ed00856,0.5,0.2,0.0001,0.05,0.8461538461538461,"[0.8888888888888888, 0.6190476190476191, 0.9148936170212766]"
93be0a02-3f7a-46c9-b526-aa956ed00856,0.5,0.3,0.0001,0.9,0.15384615384615385,"[0.14814814814814814, 0.3684210526315789, 0.06666666666666667]"
93be0a02-3f7a-46c9-b526-aa956ed00856,0.05,0.4,0.0001,0.5,0.8205128205128205,"[0.7142857142857143, 0.631578947368421, 0.9333333333333333]"
93be0a02-3f7a-46c9-b526-aa956ed00856,0.3,0.5,0.001,0.2,0.18461538461538463,"[0.42857142857142855, 0.375, 0.07142857142857142]"
93be0a02-3f7a-46c9-b526-aa956ed00856,0.05,0.6,0.0001,0.05,0.8461538461538461,"[0.6, 0.6666666666666666, 0.9428571428571428]"
93be0a02-3f7a-46c9-b526-aa956ed00856,0.05,0.7,0.0001,0.9,0.8974358974358975,"[0.5, 0.7142857142857143, 0.9666666666666667]"
93be0a02-3f7a-46c9-b526-aa956ed00856,0.05,0.8,0.01,0.2,0.8461538461538461,"[0.5, 0.7142857142857143, 0.9411764705882353]"
93be0a02-3f7a-46c9-b526-aa956ed00856,0.05,0.9,0.1,0.9,0.6923076923076923,"[0.5, 0.7142857142857143, 0.75]"
954edb7c-4eae-47ab-9338-5c5c7eccac2d,0.95,0.05,0.0001,0.05,0.3017241379310345,"[0.5, 0.25, 0.35]"
954edb7c-4eae-47ab-9338-5c5c7eccac2d,0.95,0.1,0.0001,0.8,0.3148148148148148,"[0.5714285714285714, 0.24324324324324326, 0.4]"
954edb7c-4eae-47ab-9338-5c5c7eccac2d,0.5,0.2,0.001,0.8,0.6875,"[0.42857142857142855, 0.75, 0.6666666666666666]"
954edb7c-4eae-47ab-9338-5c5c7eccac2d,0.5,0.3,0.01,0.5,0.30952380952380953,"[0.6, 0.25, 0.3333333333333333]"
954edb7c-4eae-47ab-9338-5c5c7eccac2d,0.95,0.4,0.1,0.1,0.6944444444444444,"[0.4, 0.75, 0.7142857142857143]"
954edb7c-4eae-47ab-9338-5c5c7eccac2d,0.5,0.5,0.0001,0.5,0.7,"[0.5, 0.7368421052631579, 0.7142857142857143]"
954edb7c-4eae-47ab-9338-5c5c7eccac2d,0.5,0.6,0.0001,0.1,0.3333333333333333,"[0.5, 0.3076923076923077, 0.2857142857142857]"
954edb7c-4eae-47ab-9338-5c5c7eccac2d,0.5,0.7,0.001,0.2,0.6111111111111112,"[0.5, 0.6363636363636364, 0.6666666666666666]"
954edb7c-4eae-47ab-9338-5c5c7eccac2d,0.5,0.8,0.0001,0.2,0.6666666666666666,"[0.5, 0.7142857142857143, 0.6666666666666666]"
954edb7c-4eae-47ab-9338-5c5c7eccac2d,0.5,0.9,0.1,0.1,0.6666666666666666,"[0.5, 0.6666666666666666, 1.0]"
a6aab5f5-fdb6-41df-9fc6-221d70f8c6e8,0.95,0.05,0.0001,0.05,0.3247863247863248,"[0.42857142857142855, 0.3088235294117647, 0.2857142857142857]"
a6aab5f5-fdb6-41df-9fc6-221d70f8c6e8,0.95,0.1,0.0001,0.5,0.6851851851851852,"[0.5, 0.71875, 0.75]"
a6aab5f5-fdb6-41df-9fc6-221d70f8c6e8,0.5,0.2,0.001,0.5,0.6875,"[0.5555555555555556, 0.7037037037037037, 0.75]"
a6aab5f5-fdb6-41df-9fc6-221d70f8c6e8,0.5,0.3,0.001,0.1,0.6904761904761905,"[0.4, 0.72, 0.75]"
a6aab5f5-fdb6-41df-9fc6-221d70f8c6e8,0.5,0.4,0.01,0.1,0.6944444444444444,"[0.4, 0.7142857142857143, 0.8]"
a6aab5f5-fdb6-41df-9fc6-221d70f8c6e8,0.95,0.5,0.0001,0.9,0.7,"[0.3333333333333333, 0.7058823529411765, 0.8]"
a6aab5f5-fdb6-41df-9fc6-221d70f8c6e8,0.3,0.6,0.0001,0.2,0.6666666666666666,"[0.3333333333333333, 0.6666666666666666, 0.7777777777777778]"
a6aab5f5-fdb6-41df-9fc6-221d70f8c6e8,0.95,0.7,0.001,0.2,0.7222222222222222,"[0.0, 0.6666666666666666, 0.875]"
a6aab5f5-fdb6-41df-9fc6-221d70f8c6e8,0.5,0.8,0.1,0.05,0.3333333333333333,"[1.0, 0.3333333333333333, 0.2]"
a6aab5f5-fdb6-41df-9fc6-221d70f8c6e8,0.5,0.9,0.001,0.5,0.16666666666666666,"[nan, 0.3333333333333333, 0.0]"
ac5b65d7-f260-4534-9fae-d998b726ed32,0.95,0.05,0.0001,0.05,0.2694063926940639,"[0.2962962962962963, 0.24793388429752067, 0.29545454545454547]"
ac5b65d7-f260-4534-9fae-d998b726ed32,0.5,0.1,0.0001,0.8,0.27722772277227725,"[0.2692307692307692, 0.23636363636363636, 0.4]"
ac5b65d7-f260-4534-9fae-d998b726ed32,0.3,0.2,0.1,0.9,0.7111111111111111,"[0.7083333333333334, 0.7446808510638298, 0.631578947368421]"
ac5b65d7-f260-4534-9fae-d998b726ed32,0.3,0.3,0.01,0.8,0.7088607594936709,"[0.6666666666666666, 0.7391304347826086, 0.6666666666666666]"
ac5b65d7-f260-4534-9fae-d998b726ed32,0.3,0.4,0.0001,0.2,0.7205882352941176,"[0.6666666666666666, 0.7368421052631579, 0.7333333333333333]"
ac5b65d7-f260-4534-9fae-d998b726ed32,0.5,0.5,0.1,0.9,0.26785714285714285,"[0.3076923076923077, 0.27586206896551724, 0.21428571428571427]"
ac5b65d7-f260-4534-9fae-d998b726ed32,0.3,0.6,0.0001,0.2,0.7555555555555555,"[0.7272727272727273, 0.7272727272727273, 0.8333333333333334]"
ac5b65d7-f260-4534-9fae-d998b726ed32,0.05,0.7,0.001,0.05,0.7352941176470589,"[0.75, 0.6428571428571429, 0.8333333333333334]"
ac5b65d7-f260-4534-9fae-d998b726ed32,0.3,0.8,0.1,0.2,0.21739130434782608,"[0.2, 0.3333333333333333, 0.1111111111111111]"
ac5b65d7-f260-4534-9fae-d998b726ed32,0.05,0.9,0.0001,0.5,0.8333333333333334,"[0.0, 0.75, 1.0]"
bc9f9425-e867-4876-a5d9-791229916767,0.95,0.05,0.0001,0.05,0.22727272727272727,"[0.1590909090909091, 0.25, 0.5]"
bc9f9425-e867-4876-a5d9-791229916767,0.95,0.1,0.0001,0.05,0.24390243902439024,"[0.15789473684210525, 0.2222222222222222, 0.75]"
bc9f9425-e867-4876-a5d9-791229916767,0.95,0.2,0.1,0.5,0.75,"[0.8823529411764706, 0.7333333333333333, 0.25]"
bc9f9425-e867-4876-a5d9-791229916767,0.5,0.3,0.001,0.8,0.75,"[0.8823529411764706, 0.75, 0.0]"
bc9f9425-e867-4876-a5d9-791229916767,0.8,0.4,0.0001,0.9,0.7777777777777778,"[0.875, 0.7777777777777778, 0.0]"
bc9f9425-e867-4876-a5d9-791229916767,0.5,0.5,0.0001,0.9,0.2608695652173913,"[0.16666666666666666, 0.2222222222222222, 1.0]"
bc9f9425-e867-4876-a5d9-791229916767,0.5,0.6,0.01,0.9,0.2777777777777778,"[0.1111111111111111, 0.2857142857142857, 1.0]"
bc9f9425-e867-4876-a5d9-791229916767,0.5,0.7,0.001,0.9,0.2857142857142857,"[0.1111111111111111, 0.3333333333333333, 1.0]"
bc9f9425-e867-4876-a5d9-791229916767,0.5,0.8,0.001,0.2,0.7777777777777778,"[0.875, nan, 0.0]"
bc9f9425-e867-4876-a5d9-791229916767,0.3,0.9,0.1,0.9,0.6,"[0.75, nan, 0.0]"
bda49380-37ad-41c5-a109-7fa198a7691a,0.95,0.05,0.0001,0.8,0.18253968253968253,"[0.20833333333333334, 0.23529411764705882, 0.11764705882352941]"
bda49380-37ad-41c5-a109-7fa198a7691a,0.3,0.1,0.0001,0.2,0.1794871794871795,"[0.21739130434782608, 0.22916666666666666, 0.10869565217391304]"
bda49380-37ad-41c5-a109-7fa198a7691a,0.95,0.2,0.5,0.5,0.16346153846153846,"[0.19047619047619047, 0.23076923076923078, 0.09090909090909091]"
bda49380-37ad-41c5-a109-7fa198a7691a,0.5,0.3,0.1,0.8,0.8461538461538461,"[0.85, 0.7586206896551724, 0.9047619047619048]"
bda49380-37ad-41c5-a109-7fa198a7691a,0.5,0.4,0.01,0.2,0.1282051282051282,"[0.11764705882352941, 0.23809523809523808, 0.075]"
bda49380-37ad-41c5-a109-7fa198a7691a,0.3,0.5,0.01,0.2,0.8461538461538461,"[0.8823529411764706, 0.7619047619047619, 0.8888888888888888]"
bda49380-37ad-41c5-a109-7fa198a7691a,0.05,0.6,0.1,0.1,0.8461538461538461,"[0.8, 0.7647058823529411, 0.92]"
bda49380-37ad-41c5-a109-7fa198a7691a,0.05,0.7,0.001,0.8,0.8461538461538461,"[0.5, 0.8, 0.9090909090909091]"
bda49380-37ad-41c5-a109-7fa198a7691a,0.05,0.8,0.001,0.1,0.9615384615384616,"[nan, 0.9, 1.0]"
bda49380-37ad-41c5-a109-7fa198a7691a,0.3,0.9,0.001,0.9,1.0,"[nan, nan, 1.0]"
cd3ef507-e3e9-4edb-9222-90a69a9bf272,0.95,0.05,0.0001,0.05,0.23255813953488372,"[0.23255813953488372, 0.3148148148148148, 0.09375]"
cd3ef507-e3e9-4edb-9222-90a69a9bf272,0.95,0.1,0.0001,0.1,0.7666666666666667,"[0.7777777777777778, 0.7307692307692307, 0.8125]"
cd3ef507-e3e9-4edb-9222-90a69a9bf272,0.5,0.2,0.1,0.8,0.7358490566037735,"[0.6363636363636364, 0.7307692307692307, 0.8125]"
cd3ef507-e3e9-4edb-9222-90a69a9bf272,0.5,0.3,0.1,0.5,0.7872340425531915,"[0.6666666666666666, 0.782608695652174, 0.8666666666666667]"
cd3ef507-e3e9-4edb-9222-90a69a9bf272,0.5,0.4,0.0001,0.8,0.2,"[0.25, 0.23529411764705882, 0.13333333333333333]"
cd3ef507-e3e9-4edb-9222-90a69a9bf272,0.5,0.5,0.0001,0.8,0.18181818181818182,"[0.3333333333333333, 0.23076923076923078, 0.07142857142857142]"
cd3ef507-e3e9-4edb-9222-90a69a9bf272,0.3,0.6,0.0001,0.9,0.8148148148148148,"[0.6666666666666666, 0.7, 0.9285714285714286]"
cd3ef507-e3e9-4edb-9222-90a69a9bf272,0.95,0.7,0.01,0.9,0.85,"[0.6666666666666666, 0.5, 1.0]"
cd3ef507-e3e9-4edb-9222-90a69a9bf272,0.5,0.8,0.001,0.2,0.9285714285714286,"[nan, 0.0, 1.0]"
cd3ef507-e3e9-4edb-9222-90a69a9bf272,0.5,0.9,0.1,0.5,0.0,"[nan, nan, 0.0]"
d6555293-35c7-4c27-b522-38d67d2d1b1a,0.95,0.05,0.0001,0.2,0.78125,"[0.7619047619047619, 0.7835051546391752, 0.7857142857142857]"
d6555293-35c7-4c27-b522-38d67d2d1b1a,0.5,0.1,0.0001,0.05,0.7702702702702703,"[0.7, 0.7906976744186046, 0.7619047619047619]"
d6555293-35c7-4c27-b522-38d67d2d1b1a,0.05,0.2,0.1,0.8,0.7727272727272727,"[0.7, 0.7837837837837838, 0.7894736842105263]"
d6555293-35c7-4c27-b522-38d67d2d1b1a,0.5,0.3,0.5,0.9,0.7413793103448276,"[0.7, 0.7241379310344828, 0.7894736842105263]"
d6555293-35c7-4c27-b522-38d67d2d1b1a,0.5,0.4,0.01,0.05,0.76,"[0.7, 0.76, 0.8]"
d6555293-35c7-4c27-b522-38d67d2d1b1a,0.05,0.5,0.5,0.05,0.7804878048780488,"[0.7777777777777778, 0.7222222222222222, 0.8571428571428571]"
d6555293-35c7-4c27-b522-38d67d2d1b1a,0.3,0.6,0.0001,0.5,0.18181818181818182,"[0.2222222222222222, 0.2727272727272727, 0.07692307692307693]"
d6555293-35c7-4c27-b522-38d67d2d1b1a,0.5,0.7,0.1,0.5,0.16,"[0.125, 0.25, 0.1111111111111111]"
d6555293-35c7-4c27-b522-38d67d2d1b1a,0.3,0.8,0.001,0.05,0.8823529411764706,"[0.8, 0.8, 1.0]"
d6555293-35c7-4c27-b522-38d67d2d1b1a,0.3,0.9,0.0001,0.9,0.8888888888888888,"[nan, 0.5, 1.0]"
da52acdd-3cea-483c-86e5-2c2740d371aa,0.95,0.05,0.5,0.2,0.7049180327868853,"[0.575, 0.75, 0.6071428571428571]"
da52acdd-3cea-483c-86e5-2c2740d371aa,0.5,0.1,0.001,0.1,0.3008849557522124,"[0.5263157894736842, 0.20481927710843373, 0.6363636363636364]"
da52acdd-3cea-483c-86e5-2c2740d371aa,0.8,0.2,0.0001,0.1,0.7,"[0.42857142857142855, 0.8, 0.36363636363636365]"
da52acdd-3cea-483c-86e5-2c2740d371aa,0.5,0.3,0.0001,0.05,0.7045454545454546,"[0.46153846153846156, 0.8, 0.4]"
da52acdd-3cea-483c-86e5-2c2740d371aa,0.05,0.4,0.5,0.2,0.6933333333333334,"[0.5, 0.7962962962962963, 0.3333333333333333]"
da52acdd-3cea-483c-86e5-2c2740d371aa,0.3,0.5,0.001,0.9,0.6666666666666666,"[0.45454545454545453, 0.782608695652174, 0.16666666666666666]"
da52acdd-3cea-483c-86e5-2c2740d371aa,0.5,0.6,0.01,0.1,0.62,"[0.375, 0.75, 0.16666666666666666]"
da52acdd-3cea-483c-86e5-2c2740d371aa,0.3,0.7,0.001,0.05,0.6052631578947368,"[0.42857142857142855, 0.7307692307692307, 0.2]"
da52acdd-3cea-483c-86e5-2c2740d371aa,0.3,0.8,0.01,0.5,0.6,"[0.3333333333333333, 0.7222222222222222, 0.25]"
da52acdd-3cea-483c-86e5-2c2740d371aa,0.05,0.9,0.5,0.8,0.6923076923076923,"[0.5, 0.8, 0.0]"
e4221e48-0930-40db-af3c-f4de1ed87582,0.95,0.05,0.0001,0.05,0.21739130434782608,"[0.25, 0.22727272727272727, 0.16666666666666666]"
e4221e48-0930-40db-af3c-f4de1ed87582,0.95,0.1,0.0001,0.05,0.23255813953488372,"[0.3333333333333333, 0.22727272727272727, 0.16666666666666666]"
e4221e48-0930-40db-af3c-f4de1ed87582,0.95,0.2,0.01,0.2,0.7631578947368421,"[0.75, 0.7222222222222222, 0.8333333333333334]"
e4221e48-0930-40db-af3c-f4de1ed87582,0.8,0.3,0.001,0.2,0.24242424242424243,"[0.25, 0.2857142857142857, 0.18181818181818182]"
e4221e48-0930-40db-af3c-f4de1ed87582,0.3,0.4,0.0001,0.05,0.7586206896551724,"[0.75, 0.6363636363636364, 0.9]"
e4221e48-0930-40db-af3c-f4de1ed87582,0.5,0.5,0.001,0.1,0.20833333333333334,"[0.16666666666666666, 0.375, 0.1]"
e4221e48-0930-40db-af3c-f4de1ed87582,0.3,0.6,0.001,0.9,0.21052631578947367,"[0.16666666666666666, 0.2857142857142857, 0.16666666666666666]"
e4221e48-0930-40db-af3c-f4de1ed87582,0.5,0.7,0.0001,0.8,0.8666666666666667,"[0.8333333333333334, 0.75, 1.0]"
e4221e48-0930-40db-af3c-f4de1ed87582,0.3,0.8,0.0001,0.05,0.8,"[0.0, 0.75, 1.0]"
