Algorithm,User,Epsilon,Threshold,LearningRate,Discount,Accuracy,StateAccuracy,Reward
QLearn,data/NDSI-2D/U_11,1.0,0.8,0.0001,0.99,0.625,"[None, None, 0.625]",1.058823529411765
QLearn,data/NDSI-2D/U_11,0.7,0.9,0.5,0.05,0.75,"[None, None, 0.75]",1.1111111111111112
QLearn,data/NDSI-2D/U_12,0.01,0.05,0.0001,0.05,0.3287671232876712,"[0.7368421052631579, 0.0851063829787234, 0.8571428571428571]",1.0068027210884354
QLearn,data/NDSI-2D/U_12,0.1,0.1,0.001,0.05,0.34782608695652173,"[0.75, 0.1702127659574468, 0.6666666666666666]",1.0071942446043167
QLearn,data/NDSI-2D/U_12,0.7,0.2,0.1,0.2,0.5737704918032787,"[0.4666666666666667, 0.6097560975609756, 0.6]",1.0081300813008127
QLearn,data/NDSI-2D/U_12,0.5,0.3,0.0001,0.05,0.4074074074074074,"[0.5384615384615384, 0.3783783783783784, 0.25]",1.0091743119266054
QLearn,data/NDSI-2D/U_12,0.5,0.4,0.001,0.2,0.7608695652173914,"[0.8181818181818182, 0.7741935483870968, 0.5]",1.010752688172043
QLearn,data/NDSI-2D/U_12,0.05,0.5,1.0,0.05,0.18421052631578946,"[0.18181818181818182, 0.125, 0.6666666666666666]",1.012987012987013
QLearn,data/NDSI-2D/U_12,0.7,0.6,0.01,0.9,0.3548387096774194,"[0.6666666666666666, 0.2727272727272727, 0.3333333333333333]",1.015873015873016
QLearn,data/NDSI-2D/U_12,1.0,0.7,0.5,0.99,0.391304347826087,"[0.8, 0.26666666666666666, 0.3333333333333333]",1.0212765957446808
QLearn,data/NDSI-2D/U_12,0.1,0.8,0.1,0.2,0.5625,"[0.2, 0.7, 1.0]",1.03030303030303
QLearn,data/NDSI-2D/U_12,0.1,0.9,0.001,0.99,0.5,"[0.0, 0.6, 1.0]",1.0588235294117647
QLearn,data/NDSI-2D/U_13,0.01,0.05,0.0001,0.05,0.5614035087719298,"[0.5, 0.696969696969697, 0.2857142857142857]",1.008695652173913
QLearn,data/NDSI-2D/U_13,0.7,0.1,0.0001,0.9,0.46296296296296297,"[0.4, 0.53125, 0.3333333333333333]",1.0091743119266054
QLearn,data/NDSI-2D/U_13,0.5,0.2,1.0,0.2,0.4375,"[0.4444444444444444, 0.37037037037037035, 0.5833333333333334]",1.0103092783505154
QLearn,data/NDSI-2D/U_13,1.0,0.3,0.01,0.8,0.2857142857142857,"[0.6, 0.16, 0.4166666666666667]",1.011764705882353
QLearn,data/NDSI-2D/U_13,1.0,0.4,0.1,0.8,0.5,"[0.4, 0.47619047619047616, 0.6]",1.0136986301369861
QLearn,data/NDSI-2D/U_13,1.0,0.5,1.0,0.2,0.4,"[0.0, 0.4117647058823529, 0.5]",1.0163934426229508
QLearn,data/NDSI-2D/U_13,1.0,0.6,0.1,0.9,0.375,"[0.3333333333333333, 0.16666666666666666, 0.6666666666666666]",1.0204081632653061
QLearn,data/NDSI-2D/U_13,1.0,0.7,0.001,0.9,0.5,"[0.0, 0.4444444444444444, 0.625]",1.027027027027027
QLearn,data/NDSI-2D/U_13,1.0,0.8,1.0,0.99,0.3333333333333333,"[1.0, 0.0, 0.6]",1.04
QLearn,data/NDSI-2D/U_13,1.0,0.9,0.0001,0.8,0.6666666666666666,"[None, 0.3333333333333333, 1.0]",1.076923076923077
QLearn,data/NDSI-2D/U_14,0.01,0.05,0.0001,0.05,0.28888888888888886,"[0.7272727272727273, 0.13636363636363635, 0.16666666666666666]",1.0109890109890112
QLearn,data/NDSI-2D/U_14,0.01,0.1,0.0001,0.05,0.2558139534883721,"[0.6666666666666666, 0.13636363636363635, 0.16666666666666666]",1.0114942528735633
QLearn,data/NDSI-2D/U_14,0.7,0.2,0.01,0.99,0.4473684210526316,"[0.5, 0.4444444444444444, 0.4166666666666667]",1.012987012987013
QLearn,data/NDSI-2D/U_14,0.7,0.3,0.5,0.1,0.5151515151515151,"[0.625, 0.35714285714285715, 0.6363636363636364]",1.0149253731343284
QLearn,data/NDSI-2D/U_14,0.1,0.4,0.1,0.2,0.3448275862068966,"[0.25, 0.6363636363636364, 0.1]",1.0169491525423728
QLearn,data/NDSI-2D/U_14,0.7,0.5,0.01,0.5,0.3333333333333333,"[0.16666666666666666, 0.125, 0.6]",1.0204081632653061
QLearn,data/NDSI-2D/U_14,0.5,0.6,0.1,0.5,0.42105263157894735,"[0.6666666666666666, 0.14285714285714285, 0.5]",1.0256410256410258
QLearn,data/NDSI-2D/U_14,1.0,0.7,0.0001,0.9,0.6,"[0.5, 0.5, 0.8]",1.0322580645161292
QLearn,data/NDSI-2D/U_14,0.7,0.8,0.0001,0.2,0.3,"[0.0, 0.25, 0.4]",1.0476190476190477
QLearn,data/NDSI-2D/U_14,1.0,0.9,0.001,0.05,0.4,"[None, None, 0.4]",0.5454545454545454
QLearn,data/NDSI-2D/U_15,0.1,0.05,0.1,0.99,0.6338028169014085,"[0.45454545454545453, 0.7254901960784313, 0.3333333333333333]",1.006993006993007
QLearn,data/NDSI-2D/U_15,0.1,0.1,0.001,0.5,0.7164179104477612,"[0.36363636363636365, 0.8723404255319149, 0.3333333333333333]",1.0074074074074073
QLearn,data/NDSI-2D/U_15,0.5,0.2,0.1,0.2,0.5166666666666667,"[0.2727272727272727, 0.625, 0.3333333333333333]",1.0082644628099173
QLearn,data/NDSI-2D/U_15,0.7,0.3,0.0001,0.1,0.46153846153846156,"[0.5454545454545454, 0.40540540540540543, 0.75]",1.0095238095238095
QLearn,data/NDSI-2D/U_15,0.1,0.4,0.0001,0.5,0.6888888888888889,"[0.36363636363636365, 0.8333333333333334, 0.5]",1.010989010989011
QLearn,data/NDSI-2D/U_15,0.1,0.5,0.001,0.05,0.6756756756756757,"[0.375, 0.8, 0.5]",1.0133333333333334
QLearn,data/NDSI-2D/U_15,0.1,0.6,0.5,0.9,0.6333333333333333,"[0.375, 0.7777777777777778, 0.5]",1.016393442622951
QLearn,data/NDSI-2D/U_15,1.0,0.7,0.001,0.2,0.21739130434782608,"[1.0, 0.11764705882352941, 0.25]",1.0212765957446808
QLearn,data/NDSI-2D/U_15,1.0,0.8,0.01,0.99,0.2,"[0.5, 0.1, 0.3333333333333333]",1.032258064516129
QLearn,data/NDSI-2D/U_15,1.0,0.9,0.1,0.9,0.75,"[None, 0.6666666666666666, 1.0]",1.0588235294117647
QLearn,data/NDSI-2D/U_16,0.01,0.05,0.01,0.99,0.24561403508771928,"[0.5714285714285714, 0.15, 0.4]",1.0086956521739132
QLearn,data/NDSI-2D/U_16,0.01,0.1,0.1,0.99,0.6666666666666666,"[0.5714285714285714, 0.7567567567567568, 0.4]",1.0091743119266057
QLearn,data/NDSI-2D/U_16,0.1,0.2,1.0,0.1,0.22916666666666666,"[0.5714285714285714, 0.125, 0.3333333333333333]",1.0103092783505154
QLearn,data/NDSI-2D/U_16,0.1,0.3,0.0001,0.99,0.6904761904761905,"[0.6, 0.7142857142857143, 0.6666666666666666]",1.011764705882353
QLearn,data/NDSI-2D/U_16,0.1,0.4,0.001,0.05,0.6666666666666666,"[0.6, 0.7083333333333334, 0.5714285714285714]",1.0136986301369861
QLearn,data/NDSI-2D/U_16,1.0,0.5,0.5,0.8,0.36666666666666664,"[0.25, 0.2631578947368421, 0.7142857142857143]",1.0163934426229508
QLearn,data/NDSI-2D/U_16,1.0,0.6,1.0,0.8,0.375,"[0.5, 0.3076923076923077, 0.42857142857142855]",1.0204081632653061
QLearn,data/NDSI-2D/U_16,0.1,0.7,0.001,0.8,0.2777777777777778,"[0.5, 0.18181818181818182, 0.3333333333333333]",1.027027027027027
QLearn,data/NDSI-2D/U_16,1.0,0.8,0.01,0.2,0.4166666666666667,"[0.0, 0.2857142857142857, 1.0]",1.04
QLearn,data/NDSI-2D/U_16,1.0,0.9,0.1,0.05,0.5,"[0.5, 0.3333333333333333, 1.0]",1.0769230769230769
QLearn,data/NDSI-2D/U_17,0.5,0.05,0.01,0.1,0.46987951807228917,"[0.4, 0.4583333333333333, 0.6]",1.0059880239520957
QLearn,data/NDSI-2D/U_17,0.1,0.1,0.1,0.8,0.6455696202531646,"[0.75, 0.6818181818181818, 0.4]",1.0062893081761006
QLearn,data/NDSI-2D/U_17,0.5,0.2,0.001,0.05,0.5285714285714286,"[0.3684210526315789, 0.5641025641025641, 0.6666666666666666]",1.0070921985815602
QLearn,data/NDSI-2D/U_17,1.0,0.3,0.5,0.99,0.36065573770491804,"[0.5789473684210527, 0.22857142857142856, 0.42857142857142855]",1.008130081300813
QLearn,data/NDSI-2D/U_17,1.0,0.4,0.001,0.2,0.41509433962264153,"[0.625, 0.26666666666666666, 0.5714285714285714]",1.0093457943925233
QLearn,data/NDSI-2D/U_17,0.1,0.5,0.0001,0.05,0.5,"[0.14285714285714285, 0.75, 0.3333333333333333]",1.0112359550561796
QLearn,data/NDSI-2D/U_17,0.1,0.6,0.001,0.99,0.42857142857142855,"[0.14285714285714285, 0.6875, 0.4]",1.014084507042253
QLearn,data/NDSI-2D/U_17,0.1,0.7,0.0001,0.99,0.5555555555555556,"[0.6923076923076923, 0.4444444444444444, 0.4]",1.0181818181818183
QLearn,data/NDSI-2D/U_17,1.0,0.8,0.5,0.1,0.6666666666666666,"[1.0, 0.3333333333333333, 0.5]",1.027027027027027
QLearn,data/NDSI-2D/U_17,1.0,0.9,0.5,0.1,0.2222222222222222,"[0.0, 0.25, 0.25]",1.0526315789473686
QLearn,data/NDSI-2D/U_18,0.01,0.05,0.0001,0.05,0.3170731707317073,"[0.14285714285714285, 0.7142857142857143, 0.1]",1.0120481927710845
QLearn,data/NDSI-2D/U_18,0.1,0.1,0.0001,0.2,0.48717948717948717,"[0.14285714285714285, 0.15384615384615385, 0.8421052631578947]",1.0126582278481013
QLearn,data/NDSI-2D/U_18,0.5,0.2,0.01,0.2,0.5428571428571428,"[0.8571428571428571, 0.5, 0.4444444444444444]",1.0140845070422535
QLearn,data/NDSI-2D/U_18,0.7,0.3,1.0,0.1,0.41935483870967744,"[0.42857142857142855, 0.16666666666666666, 0.5]",1.0158730158730158
QLearn,data/NDSI-2D/U_18,0.7,0.4,0.5,0.5,0.46153846153846156,"[0.42857142857142855, 0.3333333333333333, 0.5384615384615384]",1.0188679245283019
QLearn,data/NDSI-2D/U_18,0.5,0.5,0.0001,0.9,0.5,"[0.14285714285714285, 0.3333333333333333, 0.8888888888888888]",1.0222222222222224
QLearn,data/NDSI-2D/U_18,0.7,0.6,0.5,0.1,0.5,"[0.14285714285714285, 0.8333333333333334, 0.6]",1.0270270270270268
QLearn,data/NDSI-2D/U_18,0.7,0.7,1.0,0.05,0.15384615384615385,"[0.14285714285714285, 0.25, 0.0]",1.037037037037037
QLearn,data/NDSI-2D/U_18,0.7,0.8,0.01,0.5,0.4444444444444444,"[0.75, 0.0, 0.5]",1.0526315789473686
QLearn,data/NDSI-2D/U_18,1.0,0.9,0.1,0.5,0.4,"[None, 0.3333333333333333, 0.5]",1.0909090909090906
QLearn,data/NDSI-2D/U_19,0.01,0.05,0.001,0.9,0.15873015873015872,"[0.19047619047619047, 0.11538461538461539, 0.1875]",1.0078740157480313
QLearn,data/NDSI-2D/U_19,0.5,0.1,0.01,0.99,0.55,"[0.7777777777777778, 0.5384615384615384, 0.3125]",1.0082644628099175
QLearn,data/NDSI-2D/U_19,0.5,0.2,0.5,0.1,0.3584905660377358,"[0.5454545454545454, 0.11538461538461539, 0.625]",1.0093457943925235
QLearn,data/NDSI-2D/U_19,0.1,0.3,0.001,0.05,0.425531914893617,"[0.5555555555555556, 0.5652173913043478, 0.13333333333333333]",1.0105263157894737
QLearn,data/NDSI-2D/U_19,1.0,0.4,0.001,0.1,0.425,"[0.75, 0.29411764705882354, 0.4]",1.0123456790123457
QLearn,data/NDSI-2D/U_19,1.0,0.5,1.0,0.1,0.48484848484848486,"[0.3333333333333333, 0.38461538461538464, 0.6428571428571429]",1.0149253731343284
QLearn,data/NDSI-2D/U_19,0.7,0.6,0.5,0.5,0.5555555555555556,"[0.6666666666666666, 0.4, 0.6428571428571429]",1.0181818181818183
QLearn,data/NDSI-2D/U_19,0.5,0.7,1.0,0.9,0.35,"[0.3333333333333333, 0.25, 0.38461538461538464]",1.024390243902439
QLearn,data/NDSI-2D/U_19,0.5,0.8,0.01,0.8,0.0,"[None, 0.0, 0.0]",0.5172413793103448
QLearn,data/NDSI-2D/U_19,1.0,0.9,0.1,0.05,0.42857142857142855,"[None, None, 0.42857142857142855]",1.0666666666666667
QLearn,data/NDSI-2D/U_2,0.1,0.05,0.001,0.1,0.6890756302521008,"[0.5263157894736842, 0.7441860465116279, 0.5714285714285714]",1.0041841004184098
QLearn,data/NDSI-2D/U_2,1.0,0.1,0.0001,0.1,0.39823008849557523,"[0.631578947368421, 0.3373493975903614, 0.45454545454545453]",1.0044052863436124
QLearn,data/NDSI-2D/U_2,0.5,0.2,0.0001,0.9,0.51,"[0.2857142857142857, 0.5466666666666666, 0.5454545454545454]",1.0049751243781095
QLearn,data/NDSI-2D/U_2,0.1,0.3,0.001,0.05,0.6704545454545454,"[0.46153846153846156, 0.7692307692307693, 0.3]",1.0056497175141241
QLearn,data/NDSI-2D/U_2,1.0,0.4,0.01,0.9,0.3466666666666667,"[0.5833333333333334, 0.25925925925925924, 0.5555555555555556]",1.0066225165562912
QLearn,data/NDSI-2D/U_2,1.0,0.5,0.1,0.9,0.36507936507936506,"[0.6363636363636364, 0.2826086956521739, 0.5]",1.0078740157480315
QLearn,data/NDSI-2D/U_2,1.0,0.6,0.5,0.99,0.38,"[0.25, 0.3611111111111111, 0.6666666666666666]",1.0099009900990097
QLearn,data/NDSI-2D/U_2,1.0,0.7,0.0001,0.05,0.42105263157894735,"[0.42857142857142855, 0.46153846153846156, 0.2]",1.012987012987013
QLearn,data/NDSI-2D/U_2,0.05,0.8,0.0001,0.5,0.72,"[0.6666666666666666, 0.7222222222222222, 0.75]",1.0196078431372546
QLearn,data/NDSI-2D/U_2,1.0,0.9,0.001,0.5,0.5384615384615384,"[1.0, 0.4, 1.0]",1.037037037037037
QLearn,data/NDSI-2D/U_20,0.01,0.05,0.01,0.05,0.24193548387096775,"[0.1282051282051282, 0.625, 0.09433962264150944]",1.0040160642570282
QLearn,data/NDSI-2D/U_20,1.0,0.1,0.0001,0.05,0.46153846153846156,"[0.5897435897435898, 0.3103448275862069, 0.4489795918367347]",1.004255319148936
QLearn,data/NDSI-2D/U_20,1.0,0.2,0.01,0.9,0.49038461538461536,"[0.5555555555555556, 0.23809523809523808, 0.5531914893617021]",1.0047846889952152
QLearn,data/NDSI-2D/U_20,0.7,0.3,0.0001,0.2,0.5934065934065934,"[0.5925925925925926, 0.5263157894736842, 0.6222222222222222]",1.005464480874317
QLearn,data/NDSI-2D/U_20,1.0,0.4,0.5,0.05,0.5384615384615384,"[0.5714285714285714, 0.42105263157894735, 0.5777777777777777]",1.0063694267515924
QLearn,data/NDSI-2D/U_20,1.0,0.5,0.001,0.1,0.4307692307692308,"[0.5714285714285714, 0.1875, 0.5]",1.0076335877862597
QLearn,data/NDSI-2D/U_20,1.0,0.6,0.0001,0.99,0.4230769230769231,"[0.6, 0.25, 0.45714285714285713]",1.0095238095238097
QLearn,data/NDSI-2D/U_20,1.0,0.7,0.01,0.8,0.358974358974359,"[0.0, 0.0, 0.4666666666666667]",1.0126582278481013
QLearn,data/NDSI-2D/U_20,1.0,0.8,0.1,0.8,0.38461538461538464,"[0.5, 0.2857142857142857, 0.4117647058823529]",1.0188679245283017
QLearn,data/NDSI-2D/U_20,1.0,0.9,0.1,0.9,0.3076923076923077,"[0.0, 0.2857142857142857, 0.5]",1.037037037037037
QLearn,data/NDSI-2D/U_3,0.01,0.05,0.0001,0.05,0.5116279069767442,"[0.8095238095238095, 0.1111111111111111, 0.75]",1.011494252873563
QLearn,data/NDSI-2D/U_3,0.01,0.1,0.0001,0.05,0.5121951219512195,"[0.8421052631578947, 0.1111111111111111, 0.75]",1.0120481927710843
QLearn,data/NDSI-2D/U_3,1.0,0.2,0.01,0.2,0.5277777777777778,"[0.6470588235294118, 0.4, 0.5]",1.0136986301369864
QLearn,data/NDSI-2D/U_3,0.7,0.3,1.0,0.8,0.375,"[0.5882352941176471, 0.16666666666666666, 0.0]",1.0153846153846153
QLearn,data/NDSI-2D/U_3,0.7,0.4,0.1,0.05,0.4074074074074074,"[0.5, 0.2222222222222222, 0.5]",1.0181818181818183
QLearn,data/NDSI-2D/U_3,0.7,0.5,1.0,0.2,0.391304347826087,"[0.5, 0.2222222222222222, 0.5]",1.0212765957446808
QLearn,data/NDSI-2D/U_3,0.5,0.6,0.5,0.8,0.5555555555555556,"[0.4444444444444444, 0.5714285714285714, 1.0]",1.0270270270270268
QLearn,data/NDSI-2D/U_3,1.0,0.7,0.01,0.9,0.2857142857142857,"[0.2222222222222222, 0.3333333333333333, 0.5]",1.0344827586206897
QLearn,data/NDSI-2D/U_3,1.0,0.8,0.5,0.2,0.5555555555555556,"[0.5, None, 1.0]",1.0526315789473684
QLearn,data/NDSI-2D/U_3,1.0,0.9,0.5,0.5,0.6,"[0.75, None, 0.0]",1.0909090909090908
QLearn,data/NDSI-2D/U_4,0.5,0.05,0.0001,0.1,0.4805194805194805,"[0.5, 0.4634146341463415, 0.5]",1.006451612903226
QLearn,data/NDSI-2D/U_4,1.0,0.1,0.001,0.9,0.3150684931506849,"[0.4, 0.24324324324324326, 0.375]",1.0068027210884354
QLearn,data/NDSI-2D/U_4,1.0,0.2,0.0001,0.99,0.4307692307692308,"[0.55, 0.29411764705882354, 0.6363636363636364]",1.0076335877862597
QLearn,data/NDSI-2D/U_4,1.0,0.3,1.0,0.8,0.45614035087719296,"[0.6842105263157895, 0.3125, 0.5]",1.008695652173913
QLearn,data/NDSI-2D/U_4,1.0,0.4,0.5,0.99,0.40816326530612246,"[0.5294117647058824, 0.3333333333333333, 0.4]",1.0101010101010102
QLearn,data/NDSI-2D/U_4,1.0,0.5,1.0,0.99,0.5121951219512195,"[0.6923076923076923, 0.34782608695652173, 0.8]",1.0120481927710843
QLearn,data/NDSI-2D/U_4,1.0,0.6,0.1,0.2,0.3333333333333333,"[0.45454545454545453, 0.21052631578947367, 0.6666666666666666]",1.0149253731343282
QLearn,data/NDSI-2D/U_4,1.0,0.7,0.001,0.05,0.4,"[0.3333333333333333, 0.4117647058823529, 0.5]",1.019607843137255
QLearn,data/NDSI-2D/U_4,1.0,0.8,0.01,0.9,0.5882352941176471,"[1.0, 0.5714285714285714, 0.5]",1.0285714285714287
QLearn,data/NDSI-2D/U_4,0.5,0.9,1.0,0.1,0.5555555555555556,"[1.0, 0.5714285714285714, 0.0]",1.0526315789473686
QLearn,data/NDSI-2D/U_5,0.1,0.05,0.1,0.2,0.5447154471544715,"[0.21739130434782608, 0.7142857142857143, 0.5294117647058824]",1.0040485829959516
QLearn,data/NDSI-2D/U_5,0.7,0.1,1.0,0.8,0.4700854700854701,"[0.5652173913043478, 0.5, 0.391304347826087]",1.0042553191489363
QLearn,data/NDSI-2D/U_5,0.5,0.2,0.001,0.8,0.5769230769230769,"[0.38095238095238093, 0.46153846153846156, 0.7727272727272727]",1.0047846889952152
QLearn,data/NDSI-2D/U_5,1.0,0.3,0.0001,0.5,0.3626373626373626,"[0.35, 0.27586206896551724, 0.42857142857142855]",1.005464480874317
QLearn,data/NDSI-2D/U_5,0.7,0.4,0.1,0.1,0.5641025641025641,"[0.8235294117647058, 0.2857142857142857, 0.6]",1.0063694267515924
QLearn,data/NDSI-2D/U_5,1.0,0.5,0.001,0.2,0.36923076923076925,"[0.35294117647058826, 0.3333333333333333, 0.4074074074074074]",1.0076335877862597
QLearn,data/NDSI-2D/U_5,1.0,0.6,0.001,0.9,0.28846153846153844,"[0.4, 0.23529411764705882, 0.28]",1.0095238095238095
QLearn,data/NDSI-2D/U_5,1.0,0.7,0.1,0.99,0.41025641025641024,"[0.5, 0.3333333333333333, 0.45454545454545453]",1.0126582278481013
QLearn,data/NDSI-2D/U_5,1.0,0.8,1.0,0.1,0.46153846153846156,"[None, 0.4, 0.5]",1.0188679245283017
QLearn,data/NDSI-2D/U_5,1.0,0.9,0.1,0.8,0.6923076923076923,"[None, None, 0.6923076923076923]",1.0370370370370368
QLearn,data/NDSI-2D/U_6,0.1,0.05,0.1,0.5,0.5752688172043011,"[0.2857142857142857, 0.5846153846153846, 0.7638888888888888]",1.002680965147453
QLearn,data/NDSI-2D/U_6,1.0,0.1,0.0001,0.2,0.44886363636363635,"[0.575, 0.40625, 0.4166666666666667]",1.0028328611898016
QLearn,data/NDSI-2D/U_6,1.0,0.2,0.0001,0.8,0.40384615384615385,"[0.5, 0.23636363636363636, 0.49295774647887325]",1.0031948881789137
QLearn,data/NDSI-2D/U_6,1.0,0.3,0.01,0.05,0.4306569343065693,"[0.3684210526315789, 0.2857142857142857, 0.5507246376811594]",1.0036363636363634
QLearn,data/NDSI-2D/U_6,1.0,0.4,0.01,0.99,0.358974358974359,"[0.3157894736842105, 0.3695652173913043, 0.36538461538461536]",1.0042553191489363
QLearn,data/NDSI-2D/U_6,1.0,0.5,0.0001,0.99,0.42857142857142855,"[0.5384615384615384, 0.4, 0.4222222222222222]",1.0050761421319796
QLearn,data/NDSI-2D/U_6,1.0,0.6,0.001,0.9,0.5,"[0.7272727272727273, 0.3225806451612903, 0.5833333333333334]",1.0063694267515924
QLearn,data/NDSI-2D/U_6,1.0,0.7,0.001,0.1,0.4406779661016949,"[0.4444444444444444, 0.44, 0.44]",1.0084033613445378
QLearn,data/NDSI-2D/U_6,1.0,0.8,0.001,0.1,0.48717948717948717,"[0.42857142857142855, 0.38461538461538464, 0.5789473684210527]",1.0126582278481011
QLearn,data/NDSI-2D/U_6,1.0,0.9,0.1,0.2,0.45,"[0.75, 0.6, 0.2727272727272727]",1.0243902439024393
QLearn,data/NDSI-2D/U_7,0.01,0.05,0.0001,0.05,0.5106382978723404,"[0.2222222222222222, 0.76, 0.23076923076923078]",1.0105263157894737
QLearn,data/NDSI-2D/U_7,0.01,0.1,0.0001,0.05,0.4888888888888889,"[0.2222222222222222, 0.7391304347826086, 0.23076923076923078]",1.0109890109890112
QLearn,data/NDSI-2D/U_7,0.01,0.2,0.0001,0.5,0.425,"[0.2222222222222222, 0.6666666666666666, 0.23076923076923078]",1.0123456790123455
QLearn,data/NDSI-2D/U_7,1.0,0.3,0.001,0.2,0.37142857142857144,"[0.4444444444444444, 0.2857142857142857, 0.4166666666666667]",1.0140845070422537
QLearn,data/NDSI-2D/U_7,0.5,0.4,0.5,0.99,0.5,"[0.5, 0.35714285714285715, 0.6666666666666666]",1.0163934426229508
QLearn,data/NDSI-2D/U_7,0.5,0.5,0.1,0.99,0.52,"[1.0, 0.3333333333333333, 0.6666666666666666]",1.019607843137255
QLearn,data/NDSI-2D/U_7,0.5,0.6,0.5,0.9,0.45,"[1.0, 0.7, 0.1111111111111111]",1.0243902439024393
QLearn,data/NDSI-2D/U_7,0.1,0.7,0.01,0.1,0.3333333333333333,"[None, 0.6666666666666666, 0.1111111111111111]",1.032258064516129
QLearn,data/NDSI-2D/U_7,1.0,0.8,0.0001,0.99,0.5,"[None, 0.3333333333333333, 0.5714285714285714]",1.0476190476190477
QLearn,data/NDSI-2D/U_7,0.7,0.9,0.5,0.5,0.8,"[None, 0.6666666666666666, 1.0]",1.090909090909091
